"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投同意率對縣市首長得票率差距"
"175","第10案","臺東縣","","72,221","20,213","92,434","5,025","97,459","185,996","52.4%","38.83%","10.87%",27.96,0.7813,NA,NA,NA
"176","第10案","臺東縣","臺東市","35,766","10,460","46,226","1,965","48,191","87,803","54.89%","40.73%","11.91%",28.82,0.7737,0.5604,31213,0.2133
"177","第10案","臺東縣","成功鎮","4,693","1,074","5,767","465","6,232","12,426","50.15%","37.77%","8.64%",29.13,0.8138,0.608,4481,0.2058
"178","第10案","臺東縣","關山鎮","2,728","810","3,538","216","3,754","7,509","49.99%","36.33%","10.79%",25.54,0.7711,0.6109,3094,0.1602
"179","第10案","臺東縣","卑南鄉","5,747","1,643","7,390","520","7,910","14,976","52.82%","38.37%","10.97%",27.4,0.7777,0.593,5699,0.1847
"180","第10案","臺東縣","鹿野鄉","2,190","718","2,908","240","3,148","6,936","45.39%","31.57%","10.35%",21.22,0.7531,0.5209,2385,0.2322
"181","第10案","臺東縣","池上鄉","2,357","668","3,025","276","3,301","7,162","46.09%","32.91%","9.33%",23.58,0.7792,0.5833,2588,0.1959
"182","第10案","臺東縣","東河鄉","2,506","657","3,163","225","3,388","7,635","44.37%","32.82%","8.61%",24.21,0.7923,0.5909,2782,0.2014
"183","第10案","臺東縣","長濱鄉","2,037","517","2,554","246","2,800","6,484","43.18%","31.42%","7.97%",23.45,0.7976,0.6049,2347,0.1927
"184","第10案","臺東縣","太麻里鄉","4,128","932","5,060","284","5,344","9,666","55.29%","42.71%","9.64%",33.07,0.8158,0.6374,4251,0.1784
"185","第10案","臺東縣","大武鄉","2,072","520","2,592","187","2,779","5,266","52.77%","39.35%","9.87%",29.48,0.7994,0.6283,2282,0.1711
"186","第10案","臺東縣","綠島鄉","1,099","443","1,542","48","1,590","3,579","44.43%","30.71%","12.38%",18.33,0.7127,0.6581,1536,0.0546
"187","第10案","臺東縣","海端鄉","1,382","316","1,698","73","1,771","3,278","54.03%","42.16%","9.64%",32.52,0.8139,0.7482,1661,0.0657
"188","第10案","臺東縣","延平鄉","1,326","307","1,633","68","1,701","2,930","58.05%","45.26%","10.48%",34.78,0.812,0.7381,1677,0.0739000000000001
"189","第10案","臺東縣","金峰鄉","1,527","397","1,924","82","2,006","3,028","66.25%","50.43%","13.11%",37.32,0.7937,0.723,1770,0.0707
"190","第10案","臺東縣","達仁鄉","1,446","352","1,798","80","1,878","3,137","59.87%","46.09%","11.22%",34.87,0.8042,0.6911,1707,0.1131
"191","第10案","臺東縣","蘭嶼鄉","1,217","399","1,616","50","1,666","4,181","39.85%","29.11%","9.54%",19.57,0.7531,0.5186,1104,0.2345
"192","第10案","花蓮縣","","110,028","30,699","140,727","7,095","147,822","278,059","53.16%","39.57%","11.04%",28.53,0.7819,NA,NA,NA
"193","第10案","花蓮縣","花蓮市","33,819","10,516","44,335","1,508","45,843","84,807","54.06%","39.88%","12.40%",27.48,0.7628,0.6599,32399,0.1029
"194","第10案","花蓮縣","鳳林鎮","3,992","998","4,990","393","5,383","9,676","55.63%","41.26%","10.31%",30.95,0.8,0.7626,4991,0.0374
"195","第10案","花蓮縣","玉里鎮","7,597","1,782","9,379","749","10,128","20,650","49.05%","36.79%","8.63%",28.16,0.81,0.7613,9193,0.0487000000000001
"196","第10案","花蓮縣","新城鄉","6,871","1,975","8,846","436","9,282","17,029","54.51%","40.35%","11.60%",28.75,0.7767,0.7141,7551,0.0626
"197","第10案","花蓮縣","吉安鄉","28,648","8,044","36,692","1,483","38,175","72,116","52.94%","39.72%","11.15%",28.57,0.7808,0.6851,28510,0.0957
"198","第10案","花蓮縣","壽豐鄉","6,517","1,804","8,321","537","8,858","15,847","55.9%","41.12%","11.38%",29.74,0.7832,0.7153,7438,0.0679
"199","第10案","花蓮縣","光復鄉","4,530","1,070","5,600","473","6,073","11,417","53.19%","39.68%","9.37%",30.31,0.8089,0.7736,5830,0.0353
"200","第10案","花蓮縣","豐濱鄉","1,574","461","2,035","120","2,155","4,395","49.03%","35.81%","10.49%",25.32,0.7735,0.777,2471,-0.00350000000000006
"201","第10案","花蓮縣","瑞穗鄉","3,987","902","4,889","336","5,225","10,279","50.83%","38.79%","8.78%",30.01,0.8155,0.7578,5010,0.0577
"202","第10案","花蓮縣","富里鄉","2,994","765","3,759","389","4,148","9,065","45.76%","33.03%","8.44%",24.59,0.7965,0.7781,4628,0.0184
"203","第10案","花蓮縣","秀林鄉","4,845","1,325","6,170","335","6,505","12,562","51.78%","38.57%","10.55%",28.02,0.7853,0.8055,7074,-0.0202
"204","第10案","花蓮縣","萬榮鄉","2,376","561","2,937","172","3,109","5,269","59.01%","45.09%","10.65%",34.44,0.809,0.837,3205,-0.028
"205","第10案","花蓮縣","卓溪鄉","2,278","496","2,774","164","2,938","4,947","59.39%","46.05%","10.03%",36.02,0.8212,0.881,2997,-0.0597999999999999
"206","第10案","澎湖縣","","30,169","9,187","39,356","1,884","41,240","90,405","45.62%","33.37%","10.16%",23.21,0.7666,NA,NA,NA
"207","第10案","澎湖縣","馬公市","19,142","6,154","25,296","1,087","26,383","53,655","49.17%","35.68%","11.47%",24.21,0.7567,0.4114,12806,0.3453
"208","第10案","澎湖縣","湖西鄉","4,216","1,153","5,369","265","5,634","12,741","44.22%","33.09%","9.05%",24.04,0.7852,0.3128,2452,0.4724
"209","第10案","澎湖縣","白沙鄉","2,808","711","3,519","187","3,706","8,625","42.97%","32.56%","8.24%",24.32,0.798,0.3813,1951,0.4167
"210","第10案","澎湖縣","西嶼鄉","1,842","514","2,356","222","2,578","7,382","34.92%","24.95%","6.96%",17.99,0.7818,0.3854,1558,0.3964
"211","第10案","澎湖縣","望安鄉","1,434","396","1,830","81","1,911","4,628","41.29%","30.99%","8.56%",22.43,0.7836,0.2884,841,0.4952
"212","第10案","澎湖縣","七美鄉","727","259","986","42","1,028","3,374","30.47%","21.55%","7.68%",13.87,0.7373,0.5136,962,0.2237
"213","第10案","基隆市","","116,173","44,691","160,864","6,056","166,920","320,030","52.16%","36.3%","13.96%",22.34,0.7222,NA,NA,NA
"214","第10案","基隆市","中正區","15,445","5,335","20,780","966","21,746","45,545","47.75%","33.91%","11.71%",22.2,0.7433,0.4721,12009,0.2712
"215","第10案","基隆市","七堵區","17,231","6,505","23,736","917","24,653","46,256","53.3%","37.25%","14.06%",23.19,0.7259,0.425,11745,0.3009
"216","第10案","基隆市","暖暖區","12,321","4,869","17,190","517","17,707","33,225","53.29%","37.08%","14.65%",22.43,0.7168,0.4676,9222,0.2492
"217","第10案","基隆市","仁愛區","13,703","5,184","18,887","879","19,766","36,738","53.8%","37.3%","14.11%",23.19,0.7255,0.4413,9877,0.2842
"218","第10案","基隆市","中山區","15,249","5,791","21,040","835","21,875","41,856","52.26%","36.43%","13.84%",22.59,0.7248,0.4551,11424,0.2697
"219","第10案","基隆市","安樂區","25,328","10,288","35,616","1,183","36,799","70,396","52.27%","35.98%","14.61%",21.37,0.7111,0.4504,18580,0.2607
"220","第10案","基隆市","信義區","16,896","6,719","23,615","759","24,374","46,014","52.97%","36.72%","14.60%",22.12,0.7155,0.5035,13672,0.212
"221","第10案","新竹市","","135,398","58,148","193,546","7,006","200,552","351,775","57.01%","38.49%","16.53%",21.96,0.6996,NA,NA,NA
"222","第10案","新竹市","東區","61,929","29,183","91,112","2,981","94,093","163,757","57.46%","37.82%","17.82%",20,0.6797,0.2923,29097,0.3874
"223","第10案","新竹市","北區","47,686","19,422","67,108","2,558","69,666","123,122","56.58%","38.73%","15.77%",22.96,0.7106,0.2743,20850,0.4363
"224","第10案","新竹市","香山區","25,783","9,543","35,326","1,467","36,793","64,896","56.7%","39.73%","14.71%",25.02,0.7299,0.2542,10561,0.4757
"225","第10案","嘉義市","","86,583","32,815","119,398","3,759","123,157","221,553","55.59%","39.08%","14.81%",24.27,0.7252,NA,NA,NA
"226","第10案","嘉義市","東區","38,806","15,349","54,155","1,598","55,753","100,647","55.39%","38.56%","15.25%",23.31,0.7166,0.4364,27558,0.2802
"227","第10案","嘉義市","西區","47,777","17,466","65,243","2,161","67,404","120,906","55.75%","39.52%","14.45%",25.07,0.7323,0.3921,31000,0.3402
"228","第10案","臺北市","","818,887","429,583","1,248,470","46,997","1,295,467","2,228,430","58.13%","36.75%","19.28%",17.47,0.6559,NA,NA,NA
"229","第10案","臺北市","松山區","63,084","33,872","96,956","3,581","100,537","169,278","59.39%","37.27%","20.01%",17.26,0.6506,0.4336,46381,0.217
"230","第10案","臺北市","信義區","71,262","36,103","107,365","3,914","111,279","190,444","58.43%","37.42%","18.96%",18.46,0.6637,0.4399,53955,0.2238
"231","第10案","臺北市","大安區","91,356","50,083","141,439","4,695","146,134","252,645","57.84%","36.16%","19.82%",16.34,0.6459,0.4573,72325,0.1886
"232","第10案","臺北市","中山區","69,454","38,233","107,687","4,219","111,906","195,148","57.34%","35.59%","19.59%",16,0.645,0.3838,46746,0.2612
"233","第10案","臺北市","中正區","47,831","24,913","72,744","2,545","75,289","128,292","58.69%","37.28%","19.42%",17.86,0.6575,0.4183,33897,0.2392
"234","第10案","臺北市","大同區","39,399","20,803","60,202","2,626","62,828","107,557","58.41%","36.63%","19.34%",17.29,0.6544,0.2969,20763,0.3575
"235","第10案","臺北市","萬華區","59,594","28,387","87,981","4,037","92,018","164,020","56.1%","36.33%","17.31%",19.02,0.6774,0.3705,38666,0.3069
"236","第10案","臺北市","文山區","86,838","44,249","131,087","4,971","136,058","227,211","59.88%","38.22%","19.47%",18.75,0.6624,0.4715,68586,0.1909
"237","第10案","臺北市","南港區","38,210","19,646","57,856","1,967","59,823","101,907","58.7%","37.49%","19.28%",18.21,0.6604,0.3945,26282,0.2659
"238","第10案","臺北市","內湖區","86,554","47,892","134,446","4,360","138,806","236,824","58.61%","36.55%","20.22%",16.33,0.6438,0.4102,61566,0.2336
"239","第10案","臺北市","士林區","88,429","45,761","134,190","5,537","139,727","241,854","57.77%","36.56%","18.92%",17.64,0.659,0.3646,55954,0.2944
"240","第10案","臺北市","北投區","76,876","39,641","116,517","4,545","121,062","213,250","56.77%","36.05%","18.59%",17.46,0.6598,0.3908,52445,0.269
"241","第10案","高雄市","","1,005,282","355,705","1,360,987","49,113","1,410,100","2,353,342","59.92%","42.72%","15.11%",27.61,0.7386,NA,NA,NA
"242","第10案","高雄市","鹽埕區","8,969","3,626","12,595","346","12,941","21,617","59.86%","41.49%","16.77%",24.72,0.7121,0.4828,7633,0.2293
"243","第10案","高雄市","鼓山區","48,435","19,166","67,601","1,977","69,578","114,979","60.51%","42.13%","16.67%",25.46,0.7165,0.5704,45816,0.1461
"244","第10案","高雄市","左營區","70,061","26,437","96,498","2,660","99,158","161,367","61.45%","43.42%","16.38%",27.04,0.726,0.6199,68255,0.1061
"245","第10案","高雄市","楠梓區","65,220","23,747","88,967","3,312","92,279","153,132","60.26%","42.59%","15.51%",27.08,0.7331,0.5658,59478,0.1673
"246","第10案","高雄市","三民區","121,735","48,041","169,776","4,983","174,759","289,519","60.36%","42.05%","16.59%",25.46,0.717,0.5279,105406,0.1891
"247","第10案","高雄市","新興區","19,319","7,718","27,037","844","27,881","44,355","62.86%","43.56%","17.40%",26.16,0.7145,0.5334,16776,0.1811
"248","第10案","高雄市","前金區","10,387","3,996","14,383","455","14,838","23,928","62.01%","43.41%","16.70%",26.71,0.7222,0.5383,9120,0.1839
"249","第10案","高雄市","苓雅區","64,689","24,674","89,363","2,570","91,933","146,786","62.63%","44.07%","16.81%",27.26,0.7239,0.546,57171,0.1779
"250","第10案","高雄市","前鎮區","68,512","24,607","93,119","3,463","96,582","161,797","59.69%","42.34%","15.21%",27.13,0.7357,0.5253,59572,0.2104
"251","第10案","高雄市","旗津區","9,528","3,540","13,068","554","13,622","24,860","54.79%","38.33%","14.24%",24.09,0.7291,0.4549,7993,0.2742
"252","第10案","高雄市","小港區","56,814","19,977","76,791","2,643","79,434","132,733","59.84%","42.8%","15.05%",27.75,0.7399,0.517,47806,0.2229
"253","第10案","高雄市","鳳山區","130,402","45,870","176,272","5,878","182,150","300,510","60.61%","43.39%","15.26%",28.13,0.7398,0.5654,118466,0.1744
"254","第10案","高雄市","林園區","24,254","7,968","32,222","1,465","33,687","59,129","56.97%","41.02%","13.48%",27.54,0.7527,0.474,20149,0.2787
"255","第10案","高雄市","大寮區","41,344","13,324","54,668","2,065","56,733","97,309","58.3%","42.49%","13.69%",28.8,0.7563,0.5217,35636,0.2346
"256","第10案","高雄市","大樹區","15,423","4,625","20,048","910","20,958","36,772","56.99%","41.94%","12.58%",29.36,0.7693,0.4833,12945,0.286
"257","第10案","高雄市","大社區","12,290","4,430","16,720","758","17,478","30,046","58.17%","40.9%","14.74%",26.16,0.735,0.4889,10378,0.2461
"258","第10案","高雄市","仁武區","31,863","10,599","42,462","1,244","43,706","73,611","59.37%","43.29%","14.40%",28.89,0.7504,0.514,26659,0.2364
"259","第10案","高雄市","鳥松區","16,980","6,317","23,297","815","24,112","39,191","61.52%","43.33%","16.12%",27.21,0.7288,0.5223,14410,0.2065
"260","第10案","高雄市","岡山區","36,943","11,832","48,775","1,764","50,539","81,244","62.21%","45.47%","14.56%",30.91,0.7574,0.5493,32410,0.2081
"261","第10案","高雄市","橋頭區","14,932","4,943","19,875","832","20,707","32,565","63.59%","45.85%","15.18%",30.67,0.7513,0.4445,10888,0.3068
"262","第10案","高雄市","燕巢區","10,820","3,489","14,309","785","15,094","26,012","58.03%","41.6%","13.41%",28.19,0.7562,0.5088,9448,0.2474
"263","第10案","高雄市","田寮區","2,480","596","3,076","232","3,308","6,671","49.59%","37.18%","8.93%",28.25,0.8062,0.4358,2252,0.3704
"264","第10案","高雄市","阿蓮區","9,799","3,220","13,019","539","13,558","24,534","55.26%","39.94%","13.12%",26.82,0.7527,0.4712,8322,0.2815
"265","第10案","高雄市","路竹區","18,878","6,137","25,015","1,185","26,200","43,850","59.75%","43.05%","14.00%",29.05,0.7547,0.5243,16545,0.2304
"266","第10案","高雄市","湖內區","10,650","3,395","14,045","622","14,667","25,729","57.01%","41.39%","13.20%",28.19,0.7583,0.4967,9133,0.2616
"267","第10案","高雄市","茄萣區","10,434","3,315","13,749","700","14,449","26,212","55.12%","39.81%","12.65%",27.16,0.7589,0.4772,8662,0.2817
"268","第10案","高雄市","永安區","5,565","1,716","7,281","367","7,648","12,001","63.73%","46.37%","14.30%",32.07,0.7643,0.4962,4545,0.2681
"269","第10案","高雄市","彌陀區","7,695","2,184","9,879","469","10,348","16,487","62.76%","46.67%","13.25%",33.42,0.7789,0.5277,6756,0.2512
"270","第10案","高雄市","梓官區","14,003","4,142","18,145","719","18,864","31,025","60.8%","45.13%","13.35%",31.78,0.7717,0.4681,10509,0.3036
"271","第10案","高雄市","旗山區","13,439","3,938","17,377","982","18,359","31,996","57.38%","42%","12.31%",29.69,0.7734,0.5234,12379,0.25
"272","第10案","高雄市","美濃區","14,658","3,656","18,314","1,282","19,596","35,311","55.5%","41.51%","10.35%",31.16,0.8004,0.6109,15478,0.1895
"273","第10案","高雄市","六龜區","4,006","1,040","5,046","481","5,527","11,501","48.06%","34.83%","9.04%",25.79,0.7939,0.5429,4084,0.251
"274","第10案","高雄市","甲仙區","1,987","523","2,510","249","2,759","5,417","50.93%","36.68%","9.65%",27.03,0.7916,0.6017,2339,0.1899
"275","第10案","高雄市","杉林區","3,781","920","4,701","329","5,030","10,607","47.42%","35.65%","8.67%",26.98,0.8043,0.5645,4129,0.2398
"276","第10案","高雄市","內門區","4,951","1,203","6,154","420","6,574","13,002","50.56%","38.08%","9.25%",28.83,0.8045,0.5381,5446,0.2664
"277","第10案","高雄市","茂林區","865","190","1,055","68","1,123","1,615","69.54%","53.56%","11.76%",41.8,0.8199,0.9183,1281,-0.0984
"278","第10案","高雄市","桃源區","1,747","348","2,095","73","2,168","3,498","61.98%","49.94%","9.95%",39.99,0.8339,0.8851,2519,-0.0512
"279","第10案","高雄市","那瑪夏區","1,424","256","1,680","73","1,753","2,424","72.32%","58.75%","10.56%",48.19,0.8476,0.8508,1751,-0.00319999999999998
"280","第10案","新北市","","1,259,036","539,138","1,798,174","78,810","1,876,984","3,375,513","55.61%","37.3%","15.97%",21.33,0.7002,NA,NA,NA
"281","第10案","新北市","板橋區","176,457","77,394","253,851","10,798","264,649","463,411","57.11%","38.08%","16.70%",21.38,0.6951,0.5397,154687,0.1554
"282","第10案","新北市","三重區","121,782","54,186","175,968","9,407","185,375","329,846","56.2%","36.92%","16.43%",20.49,0.6921,0.4978,99925,0.1943
"283","第10案","新北市","中和區","134,952","57,145","192,097","7,506","199,603","355,978","56.07%","37.91%","16.05%",21.86,0.7025,0.6331,139022,0.0694
"284","第10案","新北市","永和區","74,085","32,814","106,899","4,094","110,993","187,798","59.1%","39.45%","17.47%",21.98,0.693,0.6746,79362,0.0184
"285","第10案","新北市","新莊區","132,191","57,351","189,542","8,227","197,769","344,981","57.33%","38.32%","16.62%",21.7,0.6974,0.5172,108240,0.1802
"286","第10案","新北市","新店區","101,656","43,236","144,892","5,427","150,319","264,053","56.93%","38.5%","16.37%",22.13,0.7016,0.6873,109759,0.0143
"287","第10案","新北市","樹林區","56,928","23,771","80,699","3,859","84,558","152,102","55.59%","37.43%","15.63%",21.8,0.7054,0.5413,49090,0.1641
"288","第10案","新北市","鶯歌區","26,295","10,394","36,689","1,585","38,274","71,645","53.42%","36.7%","14.51%",22.19,0.7167,0.5349,23419,0.1818
"289","第10案","新北市","三峽區","34,546","13,393","47,939","2,096","50,035","94,291","53.06%","36.64%","14.20%",22.44,0.7206,0.5736,31822,0.147
"290","第10案","新北市","淡水區","52,094","23,054","75,148","3,010","78,158","147,272","53.07%","35.37%","15.65%",19.72,0.6932,0.6033,51336,0.0899000000000001
"291","第10案","新北市","汐止區","60,784","27,746","88,530","3,884","92,414","173,831","53.16%","34.97%","15.96%",19.01,0.6866,0.6128,61139,0.0738
"292","第10案","新北市","瑞芳區","12,024","4,137","16,161","972","17,133","35,036","48.9%","34.32%","11.81%",22.51,0.744,0.6249,13393,0.1191
"293","第10案","新北市","土城區","74,066","32,234","106,300","4,371","110,671","200,783","55.12%","36.89%","16.05%",20.84,0.6968,0.5615,66487,0.1353
"294","第10案","新北市","蘆洲區","59,667","26,519","86,186","3,860","90,046","167,457","53.77%","35.63%","15.84%",19.79,0.6923,0.4944,47271,0.1979
"295","第10案","新北市","五股區","26,544","10,584","37,128","1,731","38,859","72,443","53.64%","36.64%","14.61%",22.03,0.7149,0.5223,22276,0.1926
"296","第10案","新北市","泰山區","24,580","9,739","34,319","1,376","35,695","64,252","55.55%","38.26%","15.16%",23.1,0.7162,0.5423,20885,0.1739
"297","第10案","新北市","林口區","31,765","14,737","46,502","1,863","48,365","86,203","56.11%","36.85%","17.10%",19.75,0.6831,0.5908,30150,0.0923
"298","第10案","新北市","深坑區","7,628","3,300","10,928","489","11,417","20,624","55.36%","36.99%","16.00%",20.99,0.698,0.5997,7720,0.0982999999999999
"299","第10案","新北市","石碇區","2,501","819","3,320","212","3,532","6,861","51.48%","36.45%","11.94%",24.51,0.7533,0.4773,2272,0.276
"300","第10案","新北市","坪林區","2,167","638","2,805","233","3,038","5,891","51.57%","36.78%","10.83%",25.95,0.7725,0.4454,1811,0.3271
"301","第10案","新北市","三芝區","6,808","2,518","9,326","501","9,827","20,119","48.84%","33.84%","12.52%",21.32,0.73,0.594,7191,0.136
"302","第10案","新北市","石門區","3,815","1,320","5,135","330","5,465","10,528","51.91%","36.24%","12.54%",23.7,0.7429,0.587,4162,0.1559
"303","第10案","新北市","八里區","11,996","4,660","16,656","863","17,519","32,970","53.14%","36.38%","14.13%",22.25,0.7202,0.54,10545,0.1802
"304","第10案","新北市","平溪區","1,582","385","1,967","156","2,123","4,321","49.13%","36.61%","8.91%",27.7,0.8043,0.5328,1616,0.2715
"305","第10案","新北市","雙溪區","2,822","798","3,620","281","3,901","7,999","48.77%","35.28%","9.98%",25.3,0.7796,0.5582,3062,0.2214
"306","第10案","新北市","貢寮區","3,533","1,148","4,681","364","5,045","11,279","44.73%","31.32%","10.18%",21.14,0.7548,0.4579,3123,0.2969
"307","第10案","新北市","金山區","6,755","2,267","9,022","626","9,648","18,978","50.84%","35.59%","11.95%",23.64,0.7487,0.5389,6246,0.2098
"308","第10案","新北市","萬里區","6,895","2,179","9,074","589","9,663","19,297","50.08%","35.73%","11.29%",24.44,0.7599,0.5705,6547,0.1894
"309","第10案","新北市","烏來區","2,118","672","2,790","100","2,890","5,264","54.9%","40.24%","12.77%",27.47,0.7591,0.6477,2572,0.1114
"310","第10案","臺中市","","937,001","342,349","1,279,350","59,467","1,338,817","2,295,642","58.32%","40.82%","14.91%",25.91,0.7324,NA,NA,NA
"311","第10案","臺中市","中區","5,864","1,992","7,856","390","8,246","14,696","56.11%","39.9%","13.55%",26.35,0.7464,0.5329,4859,0.2135
"312","第10案","臺中市","東區","26,787","9,626","36,413","1,821","38,234","64,291","59.47%","41.67%","14.97%",26.7,0.7356,0.5303,22055,0.2053
"313","第10案","臺中市","南區","43,492","17,918","61,410","2,619","64,029","103,643","61.78%","41.96%","17.29%",24.67,0.7082,0.5624,37250,0.1458
"314","第10案","臺中市","西區","37,391","16,558","53,949","2,062","56,011","95,040","58.93%","39.34%","17.42%",21.92,0.6931,0.5611,33534,0.132
"315","第10案","臺中市","北區","48,410","19,874","68,284","2,635","70,919","124,621","56.91%","38.85%","15.95%",22.9,0.709,0.5967,45769,0.1123
"316","第10案","臺中市","西屯區","72,436","30,741","103,177","4,169","107,346","183,814","58.4%","39.41%","16.72%",22.69,0.7021,0.603,67437,0.0991
"317","第10案","臺中市","南屯區","55,403","23,888","79,291","3,074","82,365","135,448","60.81%","40.9%","17.64%",23.26,0.6987,0.5819,49134,0.1168
"318","第10案","臺中市","北屯區","90,632","35,861","126,493","4,881","131,374","227,720","57.69%","39.8%","15.75%",24.05,0.7165,0.6067,84485,0.1098
"319","第10案","臺中市","豐原區","58,173","20,463","78,636","4,034","82,670","136,658","60.49%","42.57%","14.97%",27.6,0.7398,0.5164,46436,0.2234
"320","第10案","臺中市","東勢區","19,191","4,955","24,146","1,376","25,522","43,181","59.1%","44.44%","11.47%",32.97,0.7948,0.6223,18216,0.1725
"321","第10案","臺中市","大甲區","26,092","8,849","34,941","1,781","36,722","63,069","58.23%","41.37%","14.03%",27.34,0.7467,0.5471,22958,0.1996
"322","第10案","臺中市","清水區","29,922","9,817","39,739","2,494","42,233","71,528","59.04%","41.83%","13.72%",28.11,0.753,0.5213,25523,0.2317
"323","第10案","臺中市","沙鹿區","30,000","10,467","40,467","1,966","42,433","74,207","57.18%","40.43%","14.11%",26.32,0.7413,0.5563,26784,0.185
"324","第10案","臺中市","梧棲區","18,872","6,614","25,486","1,500","26,986","47,040","57.37%","40.12%","14.06%",26.06,0.7405,0.5114,15729,0.2291
"325","第10案","臺中市","后里區","18,408","6,384","24,792","1,510","26,302","44,962","58.5%","40.94%","14.20%",26.74,0.7425,0.5718,17677,0.1707
"326","第10案","臺中市","神岡區","23,506","7,436","30,942","1,566","32,508","54,565","59.58%","43.08%","13.63%",29.45,0.7597,0.4919,17928,0.2678
"327","第10案","臺中市","潭子區","37,149","12,501","49,650","2,142","51,792","89,487","57.88%","41.51%","13.97%",27.54,0.7482,0.5568,31938,0.1914
"328","第10案","臺中市","大雅區","31,639","11,087","42,726","1,836","44,562","77,189","57.73%","40.99%","14.36%",26.63,0.7405,0.5704,27797,0.1701
"329","第10案","臺中市","新社區","8,396","2,292","10,688","611","11,299","20,860","54.17%","40.25%","10.99%",29.26,0.7856,0.5851,8767,0.2005
"330","第10案","臺中市","石岡區","5,561","1,612","7,173","474","7,647","12,880","59.37%","43.18%","12.52%",30.66,0.7753,0.5943,5393,0.181
"331","第10案","臺中市","外埔區","11,728","3,418","15,146","787","15,933","27,059","58.88%","43.34%","12.63%",30.71,0.7743,0.6007,11040,0.1736
"332","第10案","臺中市","大安區","7,095","2,058","9,153","626","9,779","16,520","59.19%","42.95%","12.46%",30.49,0.7752,0.5662,6732,0.209
"333","第10案","臺中市","烏日區","25,322","8,987","34,309","1,983","36,292","61,705","58.82%","41.04%","14.56%",26.48,0.7381,0.5691,22951,0.169
"334","第10案","臺中市","大肚區","20,041","6,262","26,303","1,498","27,801","47,457","58.58%","42.23%","13.20%",29.03,0.7619,0.561,17821,0.2009
"335","第10案","臺中市","龍井區","25,559","8,813","34,372","1,738","36,110","63,584","56.79%","40.2%","13.86%",26.34,0.7436,0.55,22757,0.1936
"336","第10案","臺中市","霧峰區","24,043","7,594","31,637","1,878","33,515","55,225","60.69%","43.54%","13.75%",29.79,0.76,0.5583,20936,0.2017
"337","第10案","臺中市","太平區","62,027","21,251","83,278","3,818","87,096","157,926","55.15%","39.28%","13.46%",25.82,0.7448,0.5662,53613,0.1786
"338","第10案","臺中市","大里區","69,234","24,075","93,309","3,867","97,176","171,769","56.57%","40.31%","14.02%",26.29,0.742,0.5463,57527,0.1957
"339","第10案","臺中市","和平區","4,628","956","5,584","331","5,915","9,498","62.28%","48.73%","10.07%",38.66,0.8288,0.7015,4950,0.1273
"340","第10案","臺南市","","582,450","217,619","800,069","32,604","832,673","1,594,821","52.21%","36.52%","13.65%",22.87,0.728,NA,NA,NA
"341","第10案","臺南市","新營區","22,927","8,754","31,681","1,163","32,844","64,949","50.57%","35.3%","13.48%",21.82,0.7237,0.3698,14120,0.3539
"342","第10案","臺南市","鹽水區","7,778","2,522","10,300","573","10,873","22,121","49.15%","35.16%","11.40%",23.76,0.7551,0.2789,3981,0.4762
"343","第10案","臺南市","白河區","7,975","2,508","10,483","657","11,140","24,894","44.75%","32.04%","10.07%",21.97,0.7608,0.3071,4715,0.4537
"344","第10案","臺南市","柳營區","6,828","2,082","8,910","599","9,509","18,804","50.57%","36.31%","11.07%",25.24,0.7663,0.2972,3630,0.4691
"345","第10案","臺南市","後壁區","7,155","2,165","9,320","605","9,925","20,841","47.62%","34.33%","10.39%",23.94,0.7677,0.2853,3940,0.4824
"346","第10案","臺南市","東山區","5,363","1,544","6,907","424","7,331","18,471","39.69%","29.03%","8.36%",20.67,0.7765,0.3397,3742,0.4368
"347","第10案","臺南市","麻豆區","13,400","4,974","18,374","751","19,125","37,963","50.38%","35.3%","13.10%",22.2,0.7293,0.2334,5630,0.4959
"348","第10案","臺南市","下營區","7,279","2,326","9,605","521","10,126","20,947","48.34%","34.75%","11.10%",23.65,0.7578,0.2921,3767,0.4657
"349","第10案","臺南市","六甲區","6,261","2,575","8,836","572","9,408","19,144","49.14%","32.7%","13.45%",19.25,0.7086,0.2655,3260,0.4431
"350","第10案","臺南市","官田區","6,624","2,280","8,904","429","9,333","18,675","49.98%","35.47%","12.21%",23.26,0.7439,0.2556,3107,0.4883
"351","第10案","臺南市","大內區","3,200","821","4,021","253","4,274","8,654","49.39%","36.98%","9.49%",27.49,0.7958,0.2907,1687,0.5051
"352","第10案","臺南市","佳里區","19,170","6,512","25,682","1,073","26,755","50,407","53.08%","38.03%","12.92%",25.11,0.7464,0.291,9178,0.4554
"353","第10案","臺南市","學甲區","8,001","2,459","10,460","489","10,949","22,567","48.52%","35.45%","10.90%",24.55,0.7649,0.2792,3860,0.4857
"354","第10案","臺南市","西港區","7,409","2,402","9,811","422","10,233","21,564","47.45%","34.36%","11.14%",23.22,0.7552,0.2605,3593,0.4947
"355","第10案","臺南市","七股區","7,258","2,011","9,269","387","9,656","19,950","48.4%","36.38%","10.08%",26.3,0.783,0.2488,3251,0.5342
