"","countryname","townname","ref","vot","rate","party"
"1","臺南市","七股區",0.787580121062943,43.39,0.815118969953775,"民主進步黨"
"2","澎湖縣","七美鄉",0.742709974328896,51.36,0.446086398615452,"中國國民黨"
"3","基隆市","七堵區",0.72952036996766,57.5,0.268731078204627,"民主進步黨"
"4","屏東縣","九如鄉",0.762669178434839,67.75,0.125710964479467,"民主進步黨"
"5","彰化縣","二水鄉",0.778833991853069,49.11,0.585896949405556,"民主進步黨"
"6","彰化縣","二林鎮",0.776246942027679,54.42,0.426400113979564,"中國國民黨"
"7","雲林縣","二崙鄉",0.768116670048904,48.78,0.574654920149455,"民主進步黨"
"8","新北市","八里區",0.720523476955448,54,0.334302735102682,"中國國民黨"
"9","桃園市","八德區",0.731602732632819,54.93,0.331881909034807,"民主進步黨"
"10","高雄市","三民區",0.719867202021022,52.79,0.363643118054597,"中國國民黨"
"11","屏東縣","三地門鄉",0.789062728745999,56.14,0.405526770121123,"中國國民黨"
"12","新北市","三芝區",0.736750216363712,59.4,0.240320229568539,"中國國民黨"
"13","宜蘭縣","三星鄉",0.732295826413147,47.48,0.542324823953553,"中國國民黨"
"14","新北市","三重區",0.693251782814268,50.22,0.38042967505828,"民主進步黨"
"15","新北市","三峽區",0.725819588320072,57.36,0.265375851325091,"中國國民黨"
"16","苗栗縣","三義鄉",0.785571168521924,59.08,0.329673609549634,"中國國民黨"
"17","苗栗縣","三灣鄉",0.796893514461324,67.26,0.184795590932685,"中國國民黨"
"18","臺南市","下營區",0.757100531364511,42.59,0.777648582682581,"民主進步黨"
"19","雲林縣","口湖鄉",0.795501031875878,53.85,0.477253541087981,"中國國民黨"
"20","新北市","土城區",0.698251070131633,56.15,0.243545984205935,"中國國民黨"
"21","雲林縣","土庫鎮",0.75887503978983,58.4,0.299443561283956,"中國國民黨"
"22","臺北市","士林區",0.659302028676921,41.21,0.599859327049068,"無"
"23","臺南市","大內區",0.798146330898782,39.13,1.03972995374082,"民主進步黨"
"24","臺中市","大甲區",0.749732825391325,54.71,0.370376211645631,"中國國民黨"
"25","臺北市","大同區",0.655207469101595,45.29,0.446693462357242,"無"
"26","宜蘭縣","大同鄉",0.86608492448002,86.02,0.00684134443155071,"中國國民黨"
"27","臺中市","大安區",0.775920971589684,56.62,0.370400868226216,"中國國民黨"
"28","臺北市","大安區",0.646827402156389,45.73,0.414448725467721,"中國國民黨"
"29","彰化縣","大村鄉",0.76290445499891,50.73,0.503852661145102,"中國國民黨"
"30","臺中市","大肚區",0.761972854966,56.1,0.358240383183601,"中國國民黨"
"31","臺中市","大里區",0.742694841835142,54.63,0.35949998505426,"中國國民黨"
"32","嘉義縣","大林鎮",0.77690827043273,45.35,0.713138413302601,"民主進步黨"
"33","臺東縣","大武鄉",0.804725750347204,62.83,0.280798584031838,"中國國民黨"
"34","高雄市","大社區",0.736870373660888,49.52,0.488025794953327,"民主進步黨"
"35","彰化縣","大城鄉",0.807234390503383,50.78,0.589669930097249,"中國國民黨"
"36","嘉義縣","大埔鄉",0.77755561448894,56.07,0.386758720329837,"民主進步黨"
"37","雲林縣","大埤鄉",0.78231666453075,53.96,0.449808496165216,"中國國民黨"
"38","苗栗縣","大湖鄉",0.782438572981657,61.84,0.265262892919885,"中國國民黨"
"39","臺中市","大雅區",0.739205368890958,57.04,0.295942091323559,"中國國民黨"
"40","桃園市","大園區",0.738328157152466,61.42,0.202097292661129,"民主進步黨"
"41","桃園市","大溪區",0.750453373258667,60.25,0.245565764744676,"民主進步黨"
"42","高雄市","大寮區",0.758677335424517,52.17,0.454240627610728,"中國國民黨"
"43","高雄市","大樹區",0.76995022320081,50.38,0.528285476778107,"民主進步黨"
"44","高雄市","小港區",0.740378458129889,51.7,0.432066650154523,"中國國民黨"
"45","臺南市","山上區",0.775491347848099,37.37,1.07517085321943,"民主進步黨"
"46","基隆市","中山區",0.731707396343146,54.49,0.342828769211132,"民主進步黨"
"47","臺北市","中山區",0.645782255309054,41.55,0.554229254654764,"無"
"48","基隆市","中正區",0.745080364212687,52.79,0.411404364865859,"民主進步黨"
"49","臺北市","中正區",0.657971965576036,41.83,0.57296668796566,"中國國民黨"
"50","臺南市","中西區",0.708046695307554,37.54,0.886112667308348,"民主進步黨"
"51","新北市","中和區",0.7031708277183,63.31,0.110678925475122,"中國國民黨"
"52","嘉義縣","中埔鄉",0.770170254249385,48.74,0.58016055447145,"民主進步黨"
"53","臺中市","中區",0.747488971080166,53.29,0.402681499493649,"中國國民黨"
"54","南投縣","中寮鄉",0.80609750986973,70.31,0.146490555923382,"中國國民黨"
"55","桃園市","中壢區",0.724889358083432,48.8,0.485429012466049,"民主進步黨"
"56","新北市","五股區",0.716010081783548,52.23,0.370878961867793,"中國國民黨"
"57","新竹縣","五峰鄉",0.83563220315834,45.33,0.843441877693227,"中國國民黨"
"58","宜蘭縣","五結鄉",0.732820995928806,47.07,0.556874858569802,"中國國民黨"
"59","高雄市","仁武區",0.751760379572129,51.4,0.462568831852392,"中國國民黨"
"60","基隆市","仁愛區",0.722558864859703,55.87,0.293285958223918,"民主進步黨"
"61","南投縣","仁愛鄉",0.827342554458433,84.82,0.0245902446847052,"中國國民黨"
"62","臺南市","仁德區",0.743776470411899,36.41,1.04278074817879,"民主進步黨"
"63","雲林縣","元長鄉",0.78216259672868,53.11,0.472721891788138,"中國國民黨"
"64","高雄市","內門區",0.813210928978351,53.81,0.511263573644956,"中國國民黨"
