"","countryname","townname","ref","vot","rate","party"
"1","臺南市","七股區",0.75234972347969,43.39,0.733924230190575,"民主進步黨"
"2","澎湖縣","七美鄉",0.762964062284945,51.36,0.485521928124893,"中國國民黨"
"3","基隆市","七堵區",0.763103507668784,57.5,0.327136535076147,"民主進步黨"
"4","屏東縣","九如鄉",0.737962332257568,67.75,0.0892432948451185,"民主進步黨"
"5","彰化縣","二水鄉",0.749413338650605,49.11,0.525989286602738,"民主進步黨"
"6","彰化縣","二林鎮",0.767453445820673,54.42,0.410241539545521,"中國國民黨"
"7","雲林縣","二崙鄉",0.738349907365945,48.78,0.513632446424651,"民主進步黨"
"8","新北市","八里區",0.751713789320519,54,0.392062572815776,"中國國民黨"
"9","桃園市","八德區",0.777715686253286,54.93,0.415830486534291,"民主進步黨"
"10","高雄市","三民區",0.74302641328129,52.79,0.407513569390585,"中國國民黨"
"11","屏東縣","三地門鄉",0.767377245434004,56.14,0.366899261549704,"中國國民黨"
"12","新北市","三芝區",0.752651467433413,59.4,0.267090012514163,"中國國民黨"
"13","宜蘭縣","三星鄉",0.753716483007454,47.48,0.58743993893735,"中國國民黨"
"14","新北市","三重區",0.739184973660996,50.22,0.471893615414169,"民主進步黨"
"15","新北市","三峽區",0.76645381778839,57.36,0.33621655820849,"中國國民黨"
"16","苗栗縣","三義鄉",0.795187039978167,59.08,0.345949627586607,"中國國民黨"
"17","苗栗縣","三灣鄉",0.766858885248236,67.26,0.140141072328629,"中國國民黨"
"18","臺南市","下營區",0.751882829727156,42.59,0.765397580951294,"民主進步黨"
"19","雲林縣","口湖鄉",0.750509015757359,53.85,0.393702907627407,"中國國民黨"
"20","新北市","土城區",0.760779853127996,56.15,0.354906238874437,"中國國民黨"
"21","雲林縣","土庫鎮",0.745978336121794,58.4,0.277360164592113,"中國國民黨"
"22","臺北市","士林區",0.733350342646789,41.21,0.779544631513684,"無"
"23","臺南市","大內區",0.758312407568597,39.13,0.937931018575509,"民主進步黨"
"24","臺中市","大甲區",0.76788753866131,54.71,0.403559748969677,"中國國民黨"
"25","臺北市","大同區",0.713420322569612,45.29,0.575227031507203,"無"
"26","宜蘭縣","大同鄉",0.757428211009588,86.02,0.119474295501525,"中國國民黨"
"27","臺中市","大安區",0.781354998953643,56.62,0.379998231991598,"中國國民黨"
"28","臺北市","大安區",0.745340265823083,45.73,0.629871563138166,"中國國民黨"
"29","彰化縣","大村鄉",0.7739937047759,50.73,0.52571201414528,"中國國民黨"
"30","臺中市","大肚區",0.782493011379913,56.1,0.394818202103232,"中國國民黨"
"31","臺中市","大里區",0.772094902191458,54.63,0.413316679830602,"中國國民黨"
"32","嘉義縣","大林鎮",0.751791730992532,45.35,0.657754643864459,"民主進步黨"
"33","臺東縣","大武鄉",0.735780237740035,62.83,0.171065156358483,"中國國民黨"
"34","高雄市","大社區",0.732822539180903,49.52,0.479851654242534,"民主進步黨"
"35","彰化縣","大城鄉",0.776681869867995,50.78,0.529503485364306,"中國國民黨"
"36","嘉義縣","大埔鄉",0.760467926605697,56.07,0.356283086509179,"民主進步黨"
"37","雲林縣","大埤鄉",0.75211978977489,53.96,0.39384690469772,"中國國民黨"
"38","苗栗縣","大湖鄉",0.778674107560932,61.84,0.259175465007976,"中國國民黨"
"39","臺中市","大雅區",0.784681474580759,57.04,0.375668784328119,"中國國民黨"
"40","桃園市","大園區",0.755550588745422,61.42,0.230137721825825,"民主進步黨"
"41","桃園市","大溪區",0.761113716335406,60.25,0.26325928022474,"民主進步黨"
"42","高雄市","大寮區",0.757769595554642,52.17,0.452500662362741,"中國國民黨"
"43","高雄市","大樹區",0.753811431274966,50.38,0.496251352272659,"民主進步黨"
"44","高雄市","小港區",0.753460272986817,51.7,0.457369967092489,"中國國民黨"
"45","臺南市","山上區",0.742967575255363,37.37,0.988139082834797,"民主進步黨"
"46","基隆市","中山區",0.760318518035354,54.49,0.395335874537262,"民主進步黨"
"47","臺北市","中山區",0.736023866699364,41.55,0.771417248373921,"無"
"48","基隆市","中正區",0.78055120693187,52.79,0.478596717052225,"民主進步黨"
"49","臺北市","中正區",0.745940060412663,41.83,0.783265743276745,"中國國民黨"
"50","臺南市","中西區",0.711985840980558,37.54,0.896605863027593,"民主進步黨"
"51","新北市","中和區",0.782349188142271,63.31,0.235743465712006,"中國國民黨"
"52","嘉義縣","中埔鄉",0.74751741156505,48.74,0.533683651138798,"民主進步黨"
"53","臺中市","中區",0.764588680935736,53.29,0.434769526995189,"中國國民黨"
"54","南投縣","中寮鄉",0.773456638205595,70.31,0.100066332250881,"中國國民黨"
"55","桃園市","中壢區",0.788313832337362,48.8,0.615397197412626,"民主進步黨"
"56","新北市","五股區",0.750967850253694,52.23,0.437809401213277,"中國國民黨"
"57","新竹縣","五峰鄉",0.779013209967481,45.33,0.718537855652947,"中國國民黨"
"58","宜蘭縣","五結鄉",0.778004561667516,47.07,0.652867137598293,"中國國民黨"
"59","高雄市","仁武區",0.759473462965661,51.4,0.477574830672492,"中國國民黨"
"60","基隆市","仁愛區",0.758652947960048,55.87,0.35788965090397,"民主進步黨"
"61","南投縣","仁愛鄉",0.811712938597581,84.82,0.0430170495194758,"中國國民黨"
"62","臺南市","仁德區",0.753586813718321,36.41,1.06972483855622,"民主進步黨"
"63","雲林縣","元長鄉",0.741816386273261,53.11,0.396754634293468,"中國國民黨"
"64","高雄市","內門區",0.748628197939758,53.81,0.391243631183345,"中國國民黨"
