"","countryname","townname","ref","vot","rate","party"
"1","臺南市","七股區",0.794612343971025,43.39,0.831325982878601,"民主進步黨"
"2","澎湖縣","七美鄉",0.795050067128551,51.36,0.547994678988611,"中國國民黨"
"3","基隆市","七堵區",0.785943382313264,57.5,0.366858056196981,"民主進步黨"
"4","屏東縣","九如鄉",0.784817829039406,67.75,0.15840269968916,"民主進步黨"
"5","彰化縣","二水鄉",0.77748697789677,49.11,0.583154098751313,"民主進步黨"
"6","彰化縣","二林鎮",0.807885637499865,54.42,0.48453810639446,"中國國民黨"
"7","雲林縣","二崙鄉",0.765717545764899,48.78,0.569736666184705,"民主進步黨"
"8","新北市","八里區",0.783895675335821,54,0.451658658029298,"中國國民黨"
"9","桃園市","八德區",0.795398202119402,54.93,0.448021485744406,"民主進步黨"
"10","高雄市","三民區",0.77315407917119,52.79,0.464584351527164,"中國國民黨"
"11","屏東縣","三地門鄉",0.789847725011253,56.14,0.406925053457878,"中國國民黨"
"12","新北市","三芝區",0.779971962457843,59.4,0.31308411188189,"中國國民黨"
"13","宜蘭縣","三星鄉",0.774758123867045,47.48,0.631756789947441,"中國國民黨"
"14","新北市","三重區",0.764678966064613,50.22,0.522658235891304,"民主進步黨"
"15","新北市","三峽區",0.780352672367013,57.36,0.360447476232588,"中國國民黨"
"16","苗栗縣","三義鄉",0.824540910970104,59.08,0.395634581872214,"中國國民黨"
"17","苗栗縣","三灣鄉",0.793285640364933,67.26,0.179431520019229,"中國國民黨"
"18","臺南市","下營區",0.78675862610871,42.59,0.847284869942968,"民主進步黨"
"19","雲林縣","口湖鄉",0.788265804024907,53.85,0.463817649071323,"中國國民黨"
"20","新北市","土城區",0.778354442425103,56.15,0.386205596482819,"中國國民黨"
"21","雲林縣","土庫鎮",0.783985915598701,58.4,0.342441636299146,"中國國民黨"
"22","臺北市","士林區",0.752998104217411,41.21,0.827221801061419,"無"
"23","臺南市","大內區",0.803135456959583,39.13,1.05248008423098,"民主進步黨"
"24","臺中市","大甲區",0.803899112758327,54.71,0.469382403140791,"中國國民黨"
"25","臺北市","大同區",0.742408238817408,45.29,0.63923214576597,"無"
"26","宜蘭縣","大同鄉",0.791470344499701,86.02,0.0798996227624958,"中國國民黨"
"27","臺中市","大安區",0.812566419248609,56.62,0.435122605525624,"中國國民黨"
"28","臺北市","大安區",0.764397663479549,45.73,0.671545295166299,"中國國民黨"
"29","彰化縣","大村鄉",0.806573463289116,50.73,0.589933891758556,"中國國民黨"
"30","臺中市","大肚區",0.815335483217365,56.1,0.453360932651275,"中國國民黨"
"31","臺中市","大里區",0.811984194211173,54.63,0.486333871885728,"中國國民黨"
"32","嘉義縣","大林鎮",0.791067354340214,45.35,0.744360208026932,"民主進步黨"
"33","臺東縣","大武鄉",0.769557746123101,62.83,0.224825316127808,"中國國民黨"
"34","高雄市","大社區",0.748013745855605,49.52,0.510528565944274,"民主進步黨"
"35","彰化縣","大城鄉",0.808304908954426,50.78,0.591778079862989,"中國國民黨"
"36","嘉義縣","大埔鄉",0.808053320214522,56.07,0.441150918877335,"民主進步黨"
"37","雲林縣","大埤鄉",0.779893256715326,53.96,0.445317377159612,"中國國民黨"
"38","苗栗縣","大湖鄉",0.817169395152752,61.84,0.321425283235368,"中國國民黨"
"39","臺中市","大雅區",0.815462947434946,57.04,0.429633498308111,"中國國民黨"
"40","桃園市","大園區",0.790148734656078,61.42,0.286468144995243,"民主進步黨"
"41","桃園市","大溪區",0.789957552378598,60.25,0.31113286701842,"民主進步黨"
"42","高雄市","大寮區",0.792532854046383,52.17,0.519135238731805,"中國國民黨"
"43","高雄市","大樹區",0.792168641617402,50.38,0.57238714096348,"民主進步黨"
"44","高雄市","小港區",0.785821329975118,51.7,0.519963887766185,"中國國民黨"
"45","臺南市","山上區",0.786133130332013,37.37,1.10364765943809,"民主進步黨"
"46","基隆市","中山區",0.779167944998628,54.49,0.429928326295886,"民主進步黨"
"47","臺北市","中山區",0.758481737359614,41.55,0.825467478603163,"無"
"48","基隆市","中正區",0.787450611144069,52.79,0.491666245773951,"民主進步黨"
"49","臺北市","中正區",0.767586218975228,41.83,0.835013671946517,"中國國民黨"
"50","臺南市","中西區",0.750297592098129,37.54,0.998661673143657,"民主進步黨"
"51","新北市","中和區",0.796239879753685,63.31,0.257684220113229,"中國國民黨"
"52","嘉義縣","中埔鄉",0.783814198946284,48.74,0.608153875556593,"民主進步黨"
"53","臺中市","中區",0.801745841581558,53.29,0.504495855848297,"中國國民黨"
"54","南投縣","中寮鄉",0.818395281567651,70.31,0.163981342010598,"中國國民黨"
"55","桃園市","中壢區",0.809212412257859,48.8,0.658222156266104,"民主進步黨"
"56","新北市","五股區",0.776259739236935,52.23,0.486233465894955,"中國國民黨"
"57","新竹縣","五峰鄉",0.788764183394311,45.33,0.740048937556389,"中國國民黨"
"58","宜蘭縣","五結鄉",0.785787349497239,47.07,0.66940163479337,"中國國民黨"
"59","高雄市","仁武區",0.793053179543959,51.4,0.542905018568014,"中國國民黨"
"60","基隆市","仁愛區",0.777140299391032,55.87,0.390979594399557,"民主進步黨"
"61","南投縣","仁愛鄉",0.829223872402464,84.82,0.0223722324894315,"中國國民黨"
"62","臺南市","仁德區",0.776558953616332,36.41,1.1328177797757,"民主進步黨"
"63","雲林縣","元長鄉",0.777299528953326,53.11,0.46356529646644,"中國國民黨"
"64","高雄市","內門區",0.779692433163378,53.81,0.448973114966323,"中國國民黨"
"65","屏東縣","內埔鄉",0.787717314515842,61.3,0.285020088932859,"民主進步黨"
"66","臺北市","內湖區",0.778858249472076,43.7,0.782284323734727,"無"
"67","苗栗縣","公館鄉",0.805276105129076,61.4,0.311524601187421,"中國國民黨"
"68","臺南市","六甲區",0.763060757908995,43.24,0.764710355941246,"民主進步黨"
"69","嘉義縣","六腳鄉",0.791850804294684,60.65,0.305607261821409,"民主進步黨"
"70","高雄市","六龜區",0.771643843310008,54.29,0.421336974230997,"中國國民黨"
"71","臺中市","太平區",0.817770078229245,56.62,0.444313101782489,"中國國民黨"
"72","嘉義縣","太保市",0.790055057351789,51.8,0.525202813420443,"民主進步黨"
"73","臺東縣","太麻里鄉",0.773236629062412,63.74,0.213110494293084,"中國國民黨"
"74","臺北市","文山區",0.793048741163802,47.15,0.681969758565859,"中國國民黨"
"75","雲林縣","斗六市",0.804229066881416,55.08,0.460110869428859,"中國國民黨"
"76","雲林縣","斗南鎮",0.796809499493517,52.06,0.530559929876137,"中國國民黨"
"77","嘉義縣","水上鄉",0.777015565933858,50.45,0.540169605418945,"民主進步黨"
"78","南投縣","水里鄉",0.828862475913304,69.89,0.18595289156289,"中國國民黨"
"79","雲林縣","水林鄉",0.786221247959252,50.78,0.548289184638149,"民主進步黨"
"80","宜蘭縣","冬山鄉",0.784663063908942,45.83,0.712116657012746,"中國國民黨"
"81","臺中市","北屯區",0.818765375857771,60.67,0.349539106408062,"中國國民黨"
"82","彰化縣","北斗鎮",0.806292006457847,49.47,0.629860534582266,"中國國民黨"
"83","臺北市","北投區",0.770505014810935,41.8,0.843313432562045,"無"
"84","臺南市","北門區",0.79226485564669,42.63,0.858467876253085,"民主進步黨"
"85","連江縣","北竿鄉",0.876924715054211,77.38,0.133270502783938,"中國國民黨"
"86","新竹縣","北埔鄉",0.823257413562958,46.27,0.779246625379204,"中國國民黨"
"87","新竹市","北區",0.789337825619472,48.23,0.636611705617815,"民主進步黨"
"88","臺中市","北區",0.812022193601615,59.67,0.360855025308555,"中國國民黨"
"89","臺南市","北區",0.763210143220791,37.52,1.0341421727633,"中國國民黨"
"90","雲林縣","北港鎮",0.784538469456859,49.22,0.593942440993212,"中國國民黨"
"91","雲林縣","古坑鄉",0.788488534772512,54.35,0.45076087354648,"中國國民黨"
"92","雲林縣","四湖鄉",0.783355916145207,51.31,0.526711978454895,"中國國民黨"
"93","臺中市","外埔區",0.819263391354418,60.07,0.363847829789276,"中國國民黨"
"94","高雄市","左營區",0.801353469724799,61.99,0.29271409860429,"中國國民黨"
"95","臺南市","左鎮區",0.789421479795163,41.8,0.888568133481251,"民主進步黨"
"96","嘉義縣","布袋鎮",0.796744770771567,54.47,0.462722178761826,"民主進步黨"
"97","新北市","平溪區",0.773998953447687,53.28,0.452700738452867,"中國國民黨"
"98","桃園市","平鎮區",0.811605885952169,51.77,0.567714672497911,"民主進步黨"
"99","嘉義縣","民雄鄉",0.773216100637254,44.72,0.729016325217473,"民主進步黨"
"100","高雄市","永安區",0.769925904378083,49.62,0.551644305477797,"中國國民黨"
"101","新北市","永和區",0.80395166630176,67.46,0.191745725321316,"中國國民黨"
"102","臺南市","永康區",0.783732968325353,34.81,1.25145925976832,"中國國民黨"
"103","彰化縣","永靖鄉",0.801598485602116,46.77,0.713915940992337,"中國國民黨"
"104","臺南市","玉井區",0.800479456579894,42.17,0.898220195826166,"中國國民黨"
"105","花蓮縣","玉里鎮",0.790304972611568,76.13,0.0380992678465359,"中國國民黨"
"106","彰化縣","田中鎮",0.803839105994756,49.06,0.638481667335418,"中國國民黨"
"107","彰化縣","田尾鄉",0.801151191789877,49.86,0.60680142757697,"中國國民黨"
"108","高雄市","田寮區",0.772612283345579,53.56,0.442517332609371,"民主進步黨"
"109","高雄市","甲仙區",0.815056673890884,60.17,0.3545897854261,"中國國民黨"
"110","澎湖縣","白沙鄉",0.788828097602022,38.13,1.06878598899036,"中國國民黨"
"111","臺南市","白河區",0.76742172345977,46.44,0.652501557837576,"民主進步黨"
"112","臺中市","石岡區",0.806898384973487,59.43,0.357729067766258,"中國國民黨"
"113","新北市","石門區",0.796938590197188,58.7,0.357646661323999,"中國國民黨"
