"","countryname","townname","ref7","ref8","ref9","ref10","ref11","ref12","ref13","ref14","ref15","ref16","vot","rate","party","V16","V17"
"109","高雄市","甲仙區",0.815056673890884,0.781295061489777,0.776564453656378,0.796166175663806,0.703236480731978,0.617961582354912,0.467892769656981,0.276343450723582,0.288699104340135,0.589281523520816,60.17,0.543960359709953,"中國國民黨",0.815056673890884,"ref7"
"110","澎湖縣","白沙鄉",0.788828097602022,0.750812779906879,0.776129711425524,0.788965042137859,0.710485047913853,0.636715593728438,0.440812153498801,0.274929458479628,0.298624543257755,0.624811465701816,38.13,0.494535029622768,"中國國民黨",0.788965042137859,"ref10"
"111","臺南市","白河區",0.76742172345977,0.734079121530632,0.747724910170969,0.763950081630964,0.685388414946336,0.611331621220844,0.5892219166533,0.317436509521183,0.349993835992463,0.575394159195104,46.44,0.453725560636048,"民主進步黨",0.76742172345977,"ref7"
"112","臺中市","石岡區",0.806898384973487,0.777273429675682,0.77679481515686,0.776728333272374,0.694879583363847,0.605770307897902,0.425511955000218,0.265176459056167,0.294566477248817,0.605224485403489,59.43,0.528506128004332,"中國國民黨",0.806898384973487,"ref7"
"113","新北市","石門區",0.796938590197188,0.765304413303804,0.776335146732636,0.744137330805122,0.670041749654773,0.583849702626584,0.457071819532562,0.307442421660797,0.316459237233028,0.588354600599382,58.7,0.509639307060405,"中國國民黨",0.796938590197188,"ref7"
"114","新北市","石碇區",0.766993443616114,0.727619196644993,0.7303633963549,0.761292580691933,0.6756374101192,0.588815528256818,0.511664445646384,0.313583131059189,0.341087081869377,0.560743298826926,52.27,0.452914270915162,"民主進步黨",0.766993443616114,"ref7"
"115","花蓮縣","光復鄉",0.795804047211038,0.776301225560894,0.774998642225587,0.8162466194832,0.735221184956502,0.607229701298061,0.363440975504073,0.235447641040097,0.252737594928113,0.626637293352813,77.36,0.546214471458988,"中國國民黨",0.8162466194832,"ref10"
"116","花蓮縣","吉安鄉",0.8152958751264,0.798139615195676,0.804296738941552,0.782099681228618,0.713164526733409,0.616467680387188,0.343821476919028,0.259853680441161,0.281917151296004,0.617806615936116,68.51,0.544413478170866,"中國國民黨",0.8152958751264,"ref7"
"117","南投縣","名間鄉",0.814921799715888,0.787062066482222,0.780748191865146,0.770206523913886,0.702888796938162,0.612921109398125,0.465531446693566,0.26786004239371,0.290215221178019,0.615951785373461,64.75,0.543704867808085,"中國國民黨",0.814921799715888,"ref7"
"118","臺中市","后里區",0.819586757895942,0.781483691825775,0.787190063469175,0.743961012109188,0.684251089008233,0.583393786968727,0.435782005457876,0.292724979647353,0.311774975844413,0.605761117742996,57.18,0.552541689516844,"中國國民黨",0.819586757895942,"ref7"
"119","臺南市","安平區",0.770483381907721,0.743025358468712,0.757997426523526,0.69921714173823,0.659544232726769,0.621321593067379,0.505537287749742,0.347354035678588,0.358386949936663,0.573777930244286,36.84,0.459525254608299,"中國國民黨",0.770483381907721,"ref7"
"120","臺南市","安定區",0.777891368766164,0.738894004403229,0.76199963255475,0.752097791505749,0.698245628342218,0.631019422822376,0.55410775080992,0.313322719090195,0.349991807101847,0.571092488291582,40.09,0.4735581905023,"民主進步黨",0.777891368766164,"ref7"
"121","臺南市","安南區",0.774698982519435,0.733833441526265,0.756566492244033,0.727442023165655,0.673544397270752,0.621096288143166,0.539658947005747,0.334732771632449,0.347199071815158,0.570558772623491,38.42,0.467510859101032,"民主進步黨",0.774698982519435,"ref7"
"122","基隆市","安樂區",0.795186294935143,0.781245614907192,0.785826813354279,0.713407932102641,0.66538761997467,0.596168067972674,0.428575284020528,0.347518021195936,0.3494608797976,0.599051409727768,54.96,0.506319937365302,"民主進步黨",0.795186294935143,"ref7"
"123","新竹縣","尖石鄉",0.815477176038952,0.78073421949466,0.762164580461384,0.86037042128561,0.768390300142834,0.691178796651601,0.410421072296522,0.194693292580351,0.202466315506632,0.573888903133581,51.39,0.629798108137166,"中國國民黨",0.86037042128561,"ref10"
"124","臺東縣","成功鎮",0.783145118832024,0.76853302044482,0.763190160786588,0.815121959811753,0.749465995191367,0.621004656847246,0.35251647645336,0.21146015865578,0.223383473745795,0.617148048392446,60.8,0.544084030709894,"中國國民黨",0.815121959811753,"ref10"
"125","嘉義縣","朴子市",0.784449960869893,0.754310874361224,0.762909084348899,0.772851976998974,0.696909822774418,0.619476857712819,0.526151910443637,0.295010788041136,0.322260292353844,0.58363947216007,53.77,0.485982119473183,"民主進步黨",0.784449960869893,"ref7"
"126","新北市","汐止區",0.787843963161168,0.770108950146668,0.780755417524867,0.687717057245904,0.642748173091476,0.592766115175355,0.429284787576447,0.361110993478151,0.370549782588603,0.596884057899116,61.28,0.49241137177717,"中國國民黨",0.787843963161168,"ref7"
"127","臺東縣","池上鄉",0.791515968876039,0.763833560246473,0.745422505550684,0.780542637942802,0.682095328370623,0.560901241581098,0.417862406619531,0.270318944785921,0.298307071055039,0.590418138246679,58.33,0.499367245455653,"中國國民黨",0.791515968876039,"ref7"
"128","南投縣","竹山鎮",0.794708010555481,0.778781711034634,0.789961878642061,0.786161414788331,0.708579248052199,0.582536231717538,0.437426903751984,0.262452923176663,0.305328628904796,0.620890335818209,68,0.505413924143741,"中國國民黨",0.794708010555481,"ref7"
"129","新竹縣","竹北市",0.802261634135263,0.781966588950193,0.802181121517423,0.694025490337121,0.66213660245272,0.614514464801979,0.398435759025417,0.350150253757734,0.361906586324588,0.598113656167857,37.89,0.519722739411371,"民國黨",0.802261634135263,"ref7"
"130","屏東縣","竹田鄉",0.777027181329661,0.738747861557708,0.747390664590502,0.769962252051074,0.674038693117788,0.61120365121235,0.544437645705654,0.316297713152571,0.382886166884085,0.572865641009115,61.83,0.47192116182925,"民主進步黨",0.777027181329661,"ref7"
"131","新竹縣","竹東鎮",0.811793946901256,0.786690812943424,0.800025235680158,0.756024062023766,0.703670654266046,0.625646226739246,0.345772729308689,0.296547911967595,0.30570233553461,0.605383368094251,42.05,0.53777978196866,"中國國民黨",0.811793946901256,"ref7"
"132","苗栗縣","竹南鎮",0.80649984322214,0.780199424294951,0.787010389662147,0.749897652856284,0.694162041293387,0.617372663573899,0.414455142194746,0.306299315648902,0.319187875810338,0.592272008311204,54.16,0.527751171097064,"中國國民黨",0.80649984322214,"ref7"
"133","嘉義縣","竹崎鄉",0.796320196820171,0.761869391388164,0.769500237754227,0.791085581177403,0.713395315913933,0.622493085561991,0.50224940513386,0.275718540339144,0.297457281278486,0.575243762187903,42.08,0.508467885622601,"民主進步黨",0.796320196820171,"ref7"
"134","彰化縣","竹塘鄉",0.791585489103855,0.749689058589733,0.752334453135288,0.781910828097405,0.676714135786622,0.581560671801064,0.472690371157153,0.268345173712692,0.291288369362354,0.604731638223203,47.2,0.499498937495463,"民主進步黨",0.791585489103855,"ref7"
"135","臺中市","西屯區",0.817829598784101,0.783594843188548,0.796730501748172,0.70370596526599,0.667838703345565,0.614118150682949,0.410767879622003,0.333352809575296,0.346859534614472,0.608456208419547,60.3,0.549213106240009,"中國國民黨",0.817829598784101,"ref7"
"136","嘉義市","西區",0.781642610317193,0.744967816760486,0.776346448948706,0.732972046071201,0.680155388102655,0.624018131188501,0.506308307924635,0.318754069682695,0.333918126521509,0.582555411925014,40.7,0.480664160479623,"民主進步黨",0.781642610317193,"ref7"
"137","臺中市","西區",0.795921856160748,0.763562600533032,0.774563042252564,0.693875233331704,0.6541678437357,0.609285800350379,0.443862177142218,0.346067956247535,0.358572351139602,0.588346430360582,56.11,0.507713309643395,"中國國民黨",0.795921856160748,"ref7"
"138","臺南市","西港區",0.784397402715684,0.757731284117941,0.758850683853968,0.759632294767733,0.679591208132635,0.614387470939363,0.573159149999476,0.322339792757024,0.341123756980222,0.580037585155749,43.79,0.485882558658238,"民主進步黨",0.784397402715684,"ref7"
"139","苗栗縣","西湖鄉",0.817456859620114,0.797107022451668,0.785742657345433,0.783606667312841,0.699705443530177,0.592981254193596,0.363764705668199,0.281377773992712,0.305474902182269,0.592899254720481,60.1,0.548507027126566,"中國國民黨",0.817456859620114,"ref7"
"140","澎湖縣","西嶼鄉",0.787155289313319,0.755910236521772,0.741507078966207,0.784878114110628,0.69224759216815,0.628093789118457,0.519025888051331,0.294955196975109,0.299841290421747,0.602496999240279,38.54,0.491106818172607,"中國國民黨",0.787155289313319,"ref7"
"141","雲林縣","西螺鎮",0.790978913155816,0.749272517245318,0.769284783649865,0.740454386202734,0.684116992478172,0.59154524657762,0.509001354088155,0.307171153454731,0.332111269655553,0.595876841792746,48.96,0.498349901791658,"民主進步黨",0.790978913155816,"ref7"
"142","彰化縣","伸港鄉",0.833998845662451,0.786488945121395,0.791564805937889,0.757137280369195,0.683124059720982,0.602313386937043,0.440135927286262,0.289626044354833,0.30778904816232,0.606778353976914,62.3,0.579842480891174,"中國國民黨",0.833998845662451,"ref7"
"143","宜蘭縣","壯圍鄉",0.781025458172611,0.757304892089361,0.748039119075052,0.738027769499363,0.67280882704958,0.597683255667146,0.550708332260113,0.348139033486273,0.351282189696097,0.592355778226572,45.66,0.479495090306139,"中國國民黨",0.781025458172611,"ref7"
"144","高雄市","杉林區",0.773096860243531,0.751325352632399,0.730097652726334,0.807566159056198,0.71766750082858,0.615335898537432,0.482047378178202,0.254562092504341,0.322960048923894,0.592227349482276,56.45,0.529771091222197,"中國國民黨",0.807566159056198,"ref10"
"145","臺中市","沙鹿區",0.8130806587131,0.769523042091302,0.800595889839977,0.743517088358475,0.683640151443606,0.609339853969617,0.432837924038784,0.303716943838876,0.316270255552777,0.60170634604618,55.63,0.540217197789543,"中國國民黨",0.8130806587131,"ref7"
"146","屏東縣","牡丹鄉",0.820432842098915,0.804401969564441,0.761210954747949,0.750311007912155,0.692896512704372,0.590226676194049,0.371343064773772,0.298738185219166,0.322905685218162,0.576788217722919,55.41,0.554144425267882,"中國國民黨",0.820432842098915,"ref7"
"147","彰化縣","秀水鄉",0.799443828136078,0.760407227258509,0.772633142682769,0.758554015014949,0.69405714323536,0.616735128267943,0.457500734523292,0.297098460151718,0.31250788280439,0.584913975218143,58.9,0.514384974684747,"中國國民黨",0.799443828136078,"ref7"
"148","花蓮縣","秀林鄉",0.796822571740461,0.775895271744379,0.745485725417065,0.787270536721113,0.696079785740985,0.591709028790179,0.388528507703483,0.263159778060159,0.281198786744768,0.620607317614315,80.55,0.509419533511008,"中國國民黨",0.796822571740461,"ref7"
"149","新竹縣","芎林鄉",0.798488734415346,0.77470913261125,0.783768593299458,0.755437246990639,0.694027628225854,0.630706580111969,0.354254657211869,0.286539709653759,0.291888844928252,0.576788357921567,40.07,0.51257574240452,"中國國民黨",0.798488734415346,"ref7"
"150","屏東縣","車城鄉",0.792929343098929,0.746480725452021,0.735362820839555,0.751893030439293,0.644887851818355,0.576831858720644,0.550503305392037,0.33152895003848,0.355255789427289,0.570624531839323,64.93,0.502044597649042,"民主進步黨",0.792929343098929,"ref7"
"151","高雄市","那瑪夏區",0.785910966713813,0.767287115649906,0.751202218232948,0.852341117395447,0.789959251051261,0.688369588553047,0.363268941997379,0.189573211669185,0.190883610326589,0.613263881328783,85.08,0.614588212531629,"中國國民黨",0.852341117395447,"ref10"
"152","屏東縣","里港鄉",0.769334324209286,0.734775743947493,0.735155008393642,0.747447623022145,0.672924474611243,0.59970107717556,0.542819899763242,0.330539490161335,0.331917736729953,0.5600785998017,62.71,0.457348596721512,"民主進步黨",0.769334324209286,"ref7"
"153","屏東縣","佳冬鄉",0.777297766180082,0.739618633789038,0.769815563840829,0.769036000471634,0.672365332815892,0.621154468393941,0.571903123316949,0.326959108050693,0.340447062995274,0.58199066178966,61.32,0.472433730214211,"民主進步黨",0.777297766180082,"ref7"
"154","臺南市","佳里區",0.789675445063523,0.751990632153989,0.76458838292951,0.748976622424534,0.693154203535476,0.632138471407777,0.555416414749862,0.323813245646404,0.346900047207108,0.59378474437103,40.53,0.49588074457951,"民主進步黨",0.789675445063523,"ref7"
"155","屏東縣","來義鄉",0.827145356698021,0.807893226843074,0.789994995630009,0.817206533382732,0.745013124048407,0.688813540240027,0.265577999523142,0.21801747871797,0.232657683805739,0.648534848223873,56.24,0.56685992933893,"中國國民黨",0.827145356698021,"ref7"
"156","臺東縣","卑南鄉",0.777725600328318,0.756714791141392,0.751869427499514,0.781812939870637,0.700226546092229,0.61191035023029,0.446208607471518,0.273319917571626,0.305317350303266,0.58483887669857,59.3,0.480986815439737,"中國國民黨",0.781812939870637,"ref10"
"157","花蓮縣","卓溪鄉",0.799291220218931,0.780391773171441,0.780418118780663,0.823934350692702,0.754063838162371,0.608764689189734,0.321539078920229,0.217398285103976,0.231642149229556,0.615939872796481,88.1,0.560777326563179,"中國國民黨",0.823934350692702,"ref10"
"158","苗栗縣","卓蘭鎮",0.818829502452858,0.781781163021227,0.784458199202905,0.779668499128357,0.696401575563683,0.617795637055717,0.42460905115093,0.265395454346922,0.279346460906908,0.616010597920229,61.94,0.551107221922444,"中國國民黨",0.818829502452858,"ref7"
"159","臺中市","和平區",0.838946336740109,0.812636830144677,0.795679700727758,0.833503154140636,0.735831482522173,0.613174901319814,0.356546255196438,0.205066795207055,0.224314535695576,0.592711178480016,70.15,0.58921450414872,"中國國民黨",0.838946336740109,"ref7"
"160","彰化縣","和美鎮",0.809865123639205,0.767832620914675,0.781262509444845,0.743619223373965,0.684320551429509,0.601319347797067,0.440859324322588,0.304828807809501,0.317724112345686,0.592005775738173,59.04,0.534126015607511,"中國國民黨",0.809865123639205,"ref7"
"161","新北市","坪林區",0.791704022146177,0.759207415506823,0.753236700869169,0.769985275121243,0.693887526119847,0.608708694236211,0.534752514208887,0.311050165651752,0.331675039319149,0.598439797871055,55.46,0.499723474419733,"民主進步黨",0.791704022146177,"ref7"
"162","臺南市","官田區",0.759012165329228,0.719078318302559,0.738318739988446,0.743208233324197,0.676439824960179,0.607441896794854,0.600926243359713,0.371263562231169,0.366010927130365,0.574226684769809,45.37,0.437795350121667,"民主進步黨",0.759012165329228,"ref7"
"163","宜蘭縣","宜蘭市",0.786329071569764,0.784927337896252,0.776753665813878,0.711900057679067,0.659199696580863,0.597602645823993,0.477092742536552,0.335844145101877,0.353018375696188,0.593020052690009,48.45,0.48954171541914,"中國國民黨",0.786329071569764,"ref7"
"164","高雄市","岡山區",0.800011254294575,0.762460221182744,0.782339822074061,0.758121915708553,0.706463479611756,0.644007343551086,0.467189301332301,0.305354635019521,0.312504188634096,0.614894747618618,54.93,0.51545984901416,"中國國民黨",0.800011254294575,"ref7"
"165","臺東縣","延平鄉",0.764363525629022,0.741752078194939,0.735232196863783,0.818885143303442,0.724346898702967,0.666056451265678,0.314304675561603,0.230551452701258,0.223614547429747,0.558922417247967,73.81,0.551212622283467,"中國國民黨",0.818885143303442,"ref10"
"166","臺南市","東山區",0.779255281383451,0.739477491351575,0.737702127489945,0.779229136797049,0.708574423641987,0.624480704098168,0.559653222977755,0.300394459867249,0.332831008404214,0.578134849306716,42.01,0.476141847667079,"民主進步黨",0.779255281383451,"ref7"
"167","連江縣","東引鄉",0.907801418439716,0.861209964412811,0.882770870337478,0.752613240418119,0.701754385964912,0.590909090909091,0.220614828209765,0.487410071942446,0.293594306049822,0.63898916967509,59.1,0.719646558893192,"中國國民黨",0.907801418439716,"ref7"
"168","嘉義縣","東石鄉",0.787417517895374,0.750288595205335,0.744061964046237,0.816376013856759,0.730800169456396,0.645357988652766,0.538525724618926,0.249639994760095,0.271839476496069,0.607567470536443,54.97,0.546459582983063,"民主進步黨",0.816376013856759,"ref10"
"169","臺東縣","東河鄉",0.779480973020962,0.770805035054302,0.740515221347041,0.796327277208897,0.727002736034678,0.623987609601145,0.40335905736668,0.259796778062449,0.285546052734149,0.576455247747031,59.09,0.508481297989954,"中國國民黨",0.796327277208897,"ref10"
"170","新竹市","東區",0.781718365463534,0.761177833052138,0.785376500265929,0.682238158799623,0.649584553133191,0.60695182629951,0.413660812043658,0.362018560334938,0.363431154216591,0.600353971775307,48.56,0.487737261348606,"民主進步黨",0.785376500265929,"ref9"
"171","嘉義市","東區",0.776703894486114,0.744724092996488,0.75627580870738,0.718346740859766,0.672413651525403,0.621997813775456,0.482787426953488,0.337320590563116,0.355958139389334,0.580482489917174,43.64,0.471308760155549,"中國國民黨",0.776703894486114,"ref7"
"172","臺中市","東區",0.801070192315602,0.759532085803179,0.778368919681459,0.73664882456772,0.679407552000797,0.61118347171182,0.468017869114764,0.328205276915716,0.330983174212815,0.588992216769704,53.03,0.517465793361625,"中國國民黨",0.801070192315602,"ref7"
"173","臺南市","東區",0.763335484545647,0.739087937110785,0.757300583192146,0.696431882347708,0.662716785579812,0.629799125232189,0.485613567716507,0.346797245123357,0.366771747856539,0.57419042079274,40.61,0.445985005769364,"中國國民黨",0.763335484545647,"ref7"
"174","屏東縣","東港鎮",0.783858270384335,0.743220329216898,0.743946050668171,0.768351879843236,0.69324531236105,0.603022554499396,0.535002210293753,0.296880180508132,0.313681145859987,0.569591323126414,50.58,0.484861281273603,"民主進步黨",0.783858270384335,"ref7"
"175","臺中市","東勢區",0.814094613346941,0.778438716885651,0.793800898129385,0.795631622344187,0.729004418572588,0.647494469595707,0.393044466469819,0.254382032806231,0.281723192951993,0.592446191088305,62.23,0.542137930189318,"中國國民黨",0.814094613346941,"ref7"
"176","雲林縣","東勢鄉",0.797331714663669,0.748989213891352,0.763204385382891,0.780831794712962,0.694137946772415,0.592454510613064,0.519644176805036,0.294948997294264,0.294814233437668,0.60019177460741,57.56,0.510384002014906,"中國國民黨",0.797331714663669,"ref7"
"177","臺北市","松山區",0.767897513195064,0.753614842458435,0.769776395516129,0.650527652131159,0.629529897137964,0.59811211977566,0.421198338436247,0.381830503246901,0.388348366373126,0.591051558111368,43.36,0.458186011585772,"中國國民黨",0.769776395516129,"ref9"
"178","新北市","板橋區",0.769060139905434,0.748739053667101,0.76713769282603,0.696621399851802,0.656142415387031,0.609296235074032,0.477093600063413,0.356913473374393,0.364593298865079,0.578766360103966,53.97,0.45682920989853,"中國國民黨",0.769060139905434,"ref7"
"179","屏東縣","枋山鄉",0.777565735030704,0.751461668247944,0.727185871326416,0.775342199874109,0.691034365800478,0.623220792909942,0.541327493745775,0.298408686547741,0.31039831654339,0.5910542796463,62.52,0.47294134311556,"民主進步黨",0.777565735030704,"ref7"
"180","屏東縣","枋寮鄉",0.780642794915099,0.748842768418267,0.739217711591161,0.783539167146109,0.697220184732715,0.61310664280176,0.522859674298303,0.290280982917477,0.320618446320347,0.592120258801377,50.44,0.484256804595774,"中國國民黨",0.783539167146109,"ref10"
"181","新北市","林口區",0.789744020045228,0.764897257419476,0.791496486232878,0.685339313421411,0.64422579605921,0.59142344583022,0.429202960517096,0.354719245443724,0.36727336385045,0.596030480208283,59.08,0.499330339520512,"中國國民黨",0.791496486232878,"ref9"
"182","雲林縣","林內鄉",0.792560802900756,0.76582522896051,0.764372810076544,0.776774995752689,0.69258508456467,0.598360324614732,0.464606327409359,0.32080720870904,0.325088682916194,0.594203364170948,49.63,0.501346472628824,"中國國民黨",0.792560802900756,"ref7"
"183","高雄市","林園區",0.790083520402084,0.738988501929904,0.76588959457324,0.75549026846781,0.686833195387837,0.618598304695822,0.528576398996554,0.315545120117246,0.330230614425288,0.606811334824737,51.4,0.49665376094352,"民主進步黨",0.790083520402084,"ref7"
"184","屏東縣","林邊鄉",0.773358044033284,0.742496392365969,0.735442957889177,0.782544318506097,0.702642819034592,0.629764286562298,0.574752169872605,0.299569953268377,0.351921492576488,0.574854581071919,59.45,0.482372264645003,"民主進步黨",0.782544318506097,"ref10"
"185","彰化縣","社頭鄉",0.797828005375466,0.766806143220584,0.77940705547792,0.772063332667509,0.704803964287707,0.588700158360505,0.468916661149693,0.282043066476452,0.300015147890766,0.605910050965706,48.04,0.511324124598344,"中國國民黨",0.797828005375466,"ref7"
"186","彰化縣","芬園鄉",0.809206377491563,0.772035784452832,0.772527081531162,0.77443233421852,0.708571321923149,0.612873364998493,0.446632051889598,0.303717008623787,0.289056418796682,0.606489481416722,47.37,0.532878153990458,"中國國民黨",0.809206377491563,"ref7"
"187","花蓮縣","花蓮市",0.817873421364932,0.797341706884475,0.80561053955893,0.764412926976052,0.704578411536351,0.628565469518419,0.35422436677012,0.280412995075946,0.298947505981032,0.620622480559949,65.99,0.549296119274355,"中國國民黨",0.817873421364932,"ref7"
"188","彰化縣","花壇鄉",0.805969041015561,0.755430136625503,0.777314941696374,0.769230126409491,0.709420461451528,0.639834261560787,0.445037322341565,0.292950907533902,0.286707271457672,0.586452241264857,55.34,0.526745673452474,"中國國民黨",0.805969041015561,"ref7"
"189","彰化縣","芳苑鄉",0.811443928521888,0.773745959873522,0.770673635566587,0.779775857435945,0.715568362447784,0.609760588526919,0.496285538987644,0.257164737070504,0.285347643406231,0.604285720119255,47.78,0.537116742795772,"中國國民黨",0.811443928521888,"ref7"
"190","雲林縣","虎尾鎮",0.791370794213001,0.761539446233091,0.778426904884107,0.748646115333376,0.675822119161537,0.587672432400713,0.44918326159871,0.303041662161465,0.327367947951935,0.595202083619698,55.93,0.499092241358214,"中國國民黨",0.791370794213001,"ref7"
"191","新北市","金山區",0.780195575997175,0.752944441873063,0.751283095103766,0.761489209208305,0.683729574058934,0.588099358263245,0.488056724729127,0.2973860846407,0.337598944973296,0.563464741566688,53.89,0.477923046026094,"中國國民黨",0.780195575997175,"ref7"
"192","金門縣","金沙鎮",0.856220878763828,0.838467547932234,0.84693144395598,0.830467262782677,0.777860991108143,0.682443006888752,0.214610081252554,0.192368573439629,0.203697899908154,0.667734612007584,57.2,0.621937637362811,"無",0.856220878763828,"ref7"
"193","金門縣","金城鎮",0.853089483279042,0.835052685264277,0.83960950794832,0.793845802709523,0.742824621964121,0.646789917542142,0.228893446813535,0.255224763720981,0.258135207069862,0.669766500264435,54.28,0.616005840649824,"中國國民黨",0.853089483279042,"ref7"
"194","臺東縣","金峰鄉",0.774023373647132,0.748382226197929,0.709433246959715,0.797421256344317,0.741495633496323,0.670413663890021,0.299003981342943,0.259005363104767,0.275384455577389,0.595432441175798,72.3,0.510553620656028,"中國國民黨",0.797421256344317,"ref10"
"195","金門縣","金湖鎮",0.851248231316531,0.835036840576205,0.827370039624496,0.796552509857305,0.740889867518649,0.651650392559416,0.232089077912073,0.234215710068874,0.249561343521744,0.670085379749109,54.42,0.612517960440483,"無",0.851248231316531,"ref7"
"196","金門縣","金寧鄉",0.847480839455019,0.819249727337859,0.827387356485134,0.752494359636554,0.692236032297736,0.611487200378691,0.250590004390829,0.281723318895767,0.296846574212014,0.656284401913494,54.92,0.605381396959687,"中國國民黨",0.847480839455019,"ref7"
"197","屏東縣","長治鄉",0.777325945806871,0.747653989117422,0.741107687447448,0.75655513571653,0.686538910005427,0.610798561736094,0.497735961406033,0.322729715648383,0.334410336574346,0.583639825994116,57.75,0.472487110829458,"民主進步黨",0.777325945806871,"ref7"
"198","臺東縣","長濱鄉",0.798472762143808,0.767463236544049,0.737231856274062,0.817284337138931,0.733831587147372,0.65066960333569,0.415213678094266,0.241906064028512,0.259299388265466,0.616353211569007,60.49,0.548180218107465,"中國國民黨",0.817284337138931,"ref10"
"199","嘉義縣","阿里山鄉",0.803527183966555,0.800821673849734,0.778608240668629,0.842235435388719,0.734352462285823,0.604849723262384,0.341809190662337,0.201804810010465,0.211981185661195,0.597053553582194,44.83,0.595445037675164,"民主進步黨",0.842235435388719,"ref10"
"200","高雄市","阿蓮區",0.783114841501475,0.743948165277861,0.760894496917906,0.756678030763475,0.694774954575916,0.612444106140964,0.510765520637047,0.311296448179159,0.346231852581459,0.571181669889681,50.72,0.483453005306829,"民主進步黨",0.783114841501475,"ref7"
"201","基隆市","信義區",0.81136746838353,0.801536457129896,0.795806049271536,0.716698084973742,0.670517760281798,0.61271863061104,0.403465633488577,0.331808703483742,0.341246538659109,0.605264113397283,50.35,0.536971904496174,"中國國民黨",0.81136746838353,"ref7"
"202","臺北市","信義區",0.775194233501853,0.760754488082229,0.778258353949796,0.664292249815761,0.631701993371343,0.592039307790867,0.423905326068805,0.372908695566961,0.379760842642823,0.594447575077873,43.99,0.47425336986133,"中國國民黨",0.778258353949796,"ref9"
"203","南投縣","信義鄉",0.809257176111734,0.789208406708082,0.743725028851219,0.839957054030794,0.762535676198176,0.678781706324252,0.405964126048506,0.233089473779566,0.208664869932845,0.632478167906268,80.96,0.591129104055302,"中國國民黨",0.839957054030794,"ref10"
"204","高雄市","前金區",0.759562826302599,0.733331216253643,0.739448500379911,0.721929744747942,0.680179497882854,0.628188258200271,0.51199595177925,0.336154791791508,0.347524055992367,0.573549296374258,53.83,0.438838466191701,"中國國民黨",0.759562826302599,"ref7"
"205","高雄市","前鎮區",0.778249264150552,0.747661976618632,0.762284713983591,0.738694622269271,0.69233310265014,0.63879788517295,0.501593930436796,0.324831201797306,0.338680800321299,0.592139841884235,52.53,0.474236151071324,"中國國民黨",0.778249264150552,"ref7"
"206","臺南市","南化區",0.78710263505061,0.757330170143873,0.747409062207233,0.78623780217367,0.706100864495911,0.601043877797048,0.490753241826639,0.287106407208476,0.313957707211021,0.582084246610433,41.26,0.491007075299507,"中國國民黨",0.78710263505061,"ref7"
"207","臺中市","南屯區",0.812524166827853,0.778308382915573,0.787250463364116,0.700231772325487,0.663905106952316,0.619515508620775,0.422464526434034,0.334073789549908,0.345863345488723,0.600855658620012,58.19,0.539163036233857,"中國國民黨",0.812524166827853,"ref7"
"208","屏東縣","南州鄉",0.782003675551604,0.750497337860521,0.750350561812603,0.762748536211351,0.677615218878701,0.593942683001088,0.558381150962962,0.342970947960901,0.353298639926511,0.577996085471623,54.91,0.481348125689721,"民主進步黨",0.782003675551604,"ref7"
"209","苗栗縣","南庄鄉",0.787813979887038,0.776604301809561,0.760490831984335,0.789545116088454,0.689508496480681,0.580043031686124,0.37138092006684,0.268541840238793,0.291621656602185,0.586532892262624,66.42,0.495633862641512,"中國國民黨",0.789545116088454,"ref10"
"210","南投縣","南投市",0.821963337214172,0.79740208401878,0.800520056422461,0.767310794705995,0.705641297472776,0.62708238484507,0.415726168554616,0.277487760967236,0.295546442740116,0.624902735780155,68.02,0.557043639352476,"中國國民黨",0.821963337214172,"ref7"
"211","連江縣","南竿鄉",0.882161529852812,0.862968969176847,0.872013380638701,0.783549277607194,0.750987141725215,0.663608746216699,0.213707684783554,0.247228477340153,0.265334017039247,0.709339361828705,62.12,0.671076965055526,"中國國民黨",0.882161529852812,"ref7"
"212","臺中市","南區",0.806855647045208,0.769724914965194,0.783246790486288,0.709002857275494,0.667565288769614,0.62195305011934,0.453958081646832,0.339842986672673,0.347345159971055,0.590779419801198,56.24,0.528425169625323,"中國國民黨",0.806855647045208,"ref7"
"213","臺南市","南區",0.759673418740066,0.729286276858464,0.743532453662714,0.727012633410328,0.680347230305298,0.636104878397178,0.542760198513838,0.332797707998024,0.343307487499087,0.564022352649911,39.35,0.439047961242784,"民主進步黨",0.759673418740066,"ref7"
"214","臺北市","南港區",0.782467265460914,0.76016444818673,0.773082677387076,0.660534350027164,0.621763928597486,0.580777482009415,0.440809665875319,0.384017786964487,0.392772858936173,0.580213726654448,43.37,0.482226303203096,"無",0.782467265460914,"ref7"
"215","宜蘭縣","南澳鄉",0.821630876533877,0.818500939717655,0.799022616980538,0.854221312500052,0.79970108284954,0.679359378690818,0.269843259827394,0.192762481457418,0.207288459650744,0.635538803121906,88.73,0.618149862663482,"中國國民黨",0.854221312500052,"ref10"
"216","屏東縣","屏東市",0.789717878137467,0.760336125921975,0.76930480565766,0.739341226868115,0.682206922259626,0.615604607900898,0.481807131256816,0.318436508229764,0.345104548304842,0.592358781614271,52.39,0.495961125473512,"民主進步黨",0.789717878137467,"ref7"
