"","countryname","townname","ref7","ref8","ref9","ref10","ref11","ref12","ref13","ref14","ref15","ref16","vot","rate","party","V16","V17"
"23","臺南市","大內區",0.803135456959583,0.758312407568597,0.75306654586678,0.798146330898782,0.720352880689715,0.625762594563748,0.561709516728761,0.282509333223356,0.307611617500333,0.585708772834898,39.13,0.521378020381858,"民主進步黨",0.803135456959583,"ref7"
"24","臺中市","大甲區",0.803899112758327,0.76788753866131,0.792617051990658,0.749732825391325,0.694058830096663,0.620624572975618,0.442129292582978,0.296145846679388,0.311103960518101,0.594379076994563,54.71,0.522824612158225,"中國國民黨",0.803899112758327,"ref7"
"25","臺北市","大同區",0.742408238817408,0.713420322569612,0.736253339290408,0.655207469101595,0.614853533167695,0.573265631960912,0.522671544944245,0.398721674289517,0.408480344241391,0.552005648763783,45.29,0.406342562639531,"無",0.742408238817408,"ref7"
"26","宜蘭縣","大同鄉",0.791470344499701,0.757428211009588,0.757215161840939,0.86608492448002,0.789080432816322,0.733192663590889,0.386498441420057,0.200651303810662,0.196169134676508,0.590254875044894,86.02,0.640623081038113,"中國國民黨",0.86608492448002,"ref10"
"27","臺中市","大安區",0.812566419248609,0.781354998953643,0.783889832007436,0.775920971589684,0.692491141341035,0.595691572202773,0.450011932906997,0.277715571611512,0.29739411102258,0.590824224510227,56.62,0.539243074916857,"中國國民黨",0.812566419248609,"ref7"
"28","臺北市","大安區",0.764397663479549,0.745340265823083,0.767365897148528,0.646827402156389,0.626967489342502,0.595066594838673,0.410461164058178,0.379380748523853,0.3882084535539,0.592376432941715,45.73,0.453619808957242,"中國國民黨",0.767365897148528,"ref9"
"29","彰化縣","大村鄉",0.806573463289116,0.7739937047759,0.780009591725381,0.76290445499891,0.691808509684997,0.613171041797547,0.447216438854216,0.276593633460447,0.315665441785241,0.599367646330012,50.73,0.527890629454662,"中國國民黨",0.806573463289116,"ref7"
"30","臺中市","大肚區",0.815335483217365,0.782493011379913,0.79388450572913,0.761972854966,0.691611505667936,0.602647406825179,0.434866530626098,0.300836481569525,0.302506466484788,0.605712862083878,56.1,0.544488507704802,"中國國民黨",0.815335483217365,"ref7"
"31","臺中市","大里區",0.811984194211173,0.772094902191458,0.78959199048069,0.742694841835142,0.68613437304667,0.614174887162448,0.44560427949246,0.30998332251559,0.321665515625233,0.60365123540572,54.63,0.538140167098263,"中國國民黨",0.811984194211173,"ref7"
"32","嘉義縣","大林鎮",0.791067354340214,0.751791730992532,0.766899053441606,0.77690827043273,0.699034477213651,0.608323539800011,0.510551574281844,0.295251379990863,0.322045677117883,0.571232369132588,45.35,0.498517435764755,"民主進步黨",0.791067354340214,"ref7"
"33","臺東縣","大武鄉",0.769557746123101,0.735780237740035,0.714459992892037,0.804725750347204,0.733479956034116,0.72693474967088,0.382700735384701,0.251854985987041,0.258805754317125,0.575529109871145,62.83,0.524390510223913,"中國國民黨",0.804725750347204,"ref10"
"34","高雄市","大社區",0.748013745855605,0.732822539180903,0.749032400163652,0.736870373660888,0.664078373000765,0.603951116844274,0.527525682939532,0.33855532269609,0.358269283732402,0.575880738156567,49.52,0.418890699306028,"民主進步黨",0.749032400163652,"ref9"
"35","彰化縣","大城鄉",0.808304908954426,0.776681869867995,0.766413072136722,0.807234390503383,0.715815120057218,0.608714709671033,0.463476260523828,0.241530102847989,0.260629921138839,0.605830231042782,50.78,0.53117050379698,"中國國民黨",0.808304908954426,"ref7"
"36","嘉義縣","大埔鄉",0.808053320214522,0.760467926605697,0.760937918623311,0.77755561448894,0.704865123874753,0.604835225978211,0.476702993673599,0.283991391272904,0.306785365564328,0.584058007891862,56.07,0.530693919709267,"民主進步黨",0.808053320214522,"ref7"
"37","雲林縣","大埤鄉",0.779893256715326,0.75211978977489,0.728105671323124,0.78231666453075,0.688694593254403,0.587117742891048,0.515882472228166,0.297646823260642,0.322941323992635,0.587769396891284,53.96,0.48194102013781,"中國國民黨",0.78231666453075,"ref10"
"38","苗栗縣","大湖鄉",0.817169395152752,0.778674107560932,0.779430555748611,0.782438572981657,0.703068474476096,0.607294753758362,0.358727013168064,0.269058348693288,0.308899032738774,0.601854352079465,61.84,0.547962483714249,"中國國民黨",0.817169395152752,"ref7"
"39","臺中市","大雅區",0.815462947434946,0.784681474580759,0.807259241487351,0.739205368890958,0.688973160238402,0.609586117563162,0.418090259755911,0.291737296403111,0.317919334389586,0.600435425664713,57.04,0.544729962937954,"中國國民黨",0.815462947434946,"ref7"
"40","桃園市","大園區",0.790148734656078,0.755550588745422,0.779352297671665,0.738328157152466,0.671026275450126,0.580342768744594,0.466505450837544,0.319908941186298,0.326835869628617,0.589147302085309,61.42,0.496777296185031,"民主進步黨",0.790148734656078,"ref7"
"41","桃園市","大溪區",0.789957552378598,0.761113716335406,0.770641699709461,0.750453373258667,0.682378205582321,0.599967880216144,0.457288546978442,0.307339329142874,0.321442386708634,0.590587526269159,60.25,0.496415139948092,"民主進步黨",0.789957552378598,"ref7"
"42","高雄市","大寮區",0.792532854046383,0.757769595554642,0.769540346054049,0.758677335424517,0.706746476099966,0.643233785751301,0.50474656906004,0.317484167934673,0.317978625344136,0.58572873575755,52.17,0.50129352916534,"中國國民黨",0.792532854046383,"ref7"
"43","高雄市","大樹區",0.792168641617402,0.753811431274966,0.762552196121925,0.76995022320081,0.708992775472961,0.623941571177144,0.539597777168907,0.305843083435465,0.323638854656981,0.596852778609485,50.38,0.50060360223035,"民主進步黨",0.792168641617402,"ref7"
"44","高雄市","小港區",0.785821329975118,0.753460272986817,0.778085716123033,0.740378458129889,0.693664546004181,0.624413376222644,0.495164034547585,0.327806622932364,0.340098366740547,0.594137127696367,51.7,0.488579901449362,"中國國民黨",0.785821329975118,"ref7"
"45","臺南市","山上區",0.786133130332013,0.742967575255363,0.759523607473074,0.775491347848099,0.687209921475778,0.619295964492303,0.568053206673102,0.318422079779216,0.347474421563346,0.594825166959946,37.37,0.489170544292505,"民主進步黨",0.786133130332013,"ref7"
"46","基隆市","中山區",0.779167944998628,0.760318518035354,0.770098725084366,0.731707396343146,0.66970309261398,0.603208857715733,0.450754434538559,0.333644944708284,0.341829539574781,0.585368446608359,54.49,0.475976406513787,"民主進步黨",0.779167944998628,"ref7"
"47","臺北市","中山區",0.758481737359614,0.736023866699364,0.754270327774484,0.645782255309054,0.619766865528046,0.579967278808788,0.46673370032996,0.392009214125804,0.399014303289745,0.568367191239737,41.55,0.436790561393472,"無",0.758481737359614,"ref7"
"48","基隆市","中正區",0.787450611144069,0.78055120693187,0.773337824762211,0.745080364212687,0.675924836833357,0.598804410130209,0.434311101769034,0.322091291483566,0.344342420437861,0.583303045807517,52.79,0.491666245773951,"民主進步黨",0.787450611144069,"ref7"
"49","臺北市","中正區",0.767586218975228,0.745940060412663,0.768306781218814,0.657971965576036,0.630721332801307,0.593330616060055,0.426623083807123,0.371822653891044,0.383715649072955,0.591989080839198,41.83,0.455402123922739,"中國國民黨",0.768306781218814,"ref9"
"50","臺南市","中西區",0.750297592098129,0.711985840980558,0.734049556786495,0.708046695307554,0.659645902726546,0.623085195469449,0.547752971807818,0.35136696842409,0.361589628058142,0.546499941578359,37.54,0.421287350062756,"民主進步黨",0.750297592098129,"ref7"
"51","新北市","中和區",0.796239879753685,0.782349188142271,0.792328612063392,0.7031708277183,0.669758932408451,0.617426379036217,0.410666319936521,0.33804308477221,0.347662936089849,0.607012463514849,63.31,0.508315741151137,"中國國民黨",0.796239879753685,"ref7"
"52","嘉義縣","中埔鄉",0.783814198946284,0.74751741156505,0.759469269977851,0.770170254249385,0.691636962303615,0.599348022816877,0.511055046495824,0.295738394394598,0.319954946301408,0.580746938785183,48.74,0.484777796829483,"民主進步黨",0.783814198946284,"ref7"
"53","臺中市","中區",0.801745841581558,0.764588680935736,0.760595486505819,0.747488971080166,0.699537209308942,0.614070773324951,0.485874013142406,0.313319698794406,0.319460170922919,0.571964415035969,53.29,0.518745674524641,"中國國民黨",0.801745841581558,"ref7"
"54","南投縣","中寮鄉",0.818395281567651,0.773456638205595,0.785908288446972,0.80609750986973,0.718482076225388,0.593880523528949,0.449943323623767,0.262139084086664,0.273663304197963,0.601655663244347,70.31,0.550284678097464,"中國國民黨",0.818395281567651,"ref7"
"55","桃園市","中壢區",0.809212412257859,0.788313832337362,0.807435516555331,0.724889358083432,0.678896006559527,0.614277581801382,0.387381563226104,0.315737005504452,0.329945744758316,0.613838529319205,48.8,0.532889585637164,"民主進步黨",0.809212412257859,"ref7"
"56","新北市","五股區",0.776259739236935,0.750967850253694,0.768387728961639,0.716010081783548,0.658306036907905,0.602270911026338,0.490522475898493,0.342170226469358,0.354110542620213,0.57515489020606,52.23,0.47046739768315,"中國國民黨",0.776259739236935,"ref7"
"57","新竹縣","五峰鄉",0.788764183394311,0.779013209967481,0.750887006880625,0.83563220315834,0.743530174741487,0.630328095930897,0.350431306878938,0.211469070583172,0.206028888700999,0.607476705337505,45.33,0.582936546994393,"中國國民黨",0.83563220315834,"ref10"
"58","宜蘭縣","五結鄉",0.785787349497239,0.778004561667516,0.770236281905356,0.732820995928806,0.665583401162937,0.579932194629032,0.512173794647734,0.331227541911108,0.352929115570842,0.592105041433973,47.07,0.488515532292554,"中國國民黨",0.785787349497239,"ref7"
"59","高雄市","仁武區",0.793053179543959,0.759473462965661,0.774195630223489,0.751760379572129,0.69775439071301,0.635424957493555,0.507565851843677,0.320541226508921,0.318857864869908,0.602677835290212,51.4,0.502279180799316,"中國國民黨",0.793053179543959,"ref7"
"60","基隆市","仁愛區",0.777140299391032,0.758652947960048,0.763574481969634,0.722558864859703,0.669344185296412,0.604925469173045,0.478775769444639,0.34252614206755,0.35751834573725,0.576305915453094,55.87,0.472135441165054,"民主進步黨",0.777140299391032,"ref7"
"61","南投縣","仁愛鄉",0.829223872402464,0.811712938597581,0.767913362179551,0.827342554458433,0.755407471708357,0.636701638030212,0.336389530135754,0.242566376217841,0.226883625750019,0.623658879005858,84.82,0.570797257818647,"中國國民黨",0.829223872402464,"ref7"
"62","臺南市","仁德區",0.776558953616332,0.753586813718321,0.771426951379718,0.743776470411899,0.694032612975168,0.6384524287571,0.498275071236019,0.320644805989408,0.335229009024187,0.575479701867114,36.41,0.471034198932245,"民主進步黨",0.776558953616332,"ref7"
"63","雲林縣","元長鄉",0.777299528953326,0.741816386273261,0.726931134068786,0.78216259672868,0.694420520447144,0.603983676949722,0.528031028913938,0.286052058830671,0.306018870366683,0.590549600383908,53.11,0.481649169783444,"中國國民黨",0.78216259672868,"ref10"
"64","高雄市","內門區",0.779692433163378,0.748628197939758,0.748222491332099,0.813210928978351,0.725758534296895,0.642782450679076,0.512212356840759,0.272499221694344,0.293088557908812,0.592668178229528,53.81,0.540463968513641,"中國國民黨",0.813210928978351,"ref10"
"65","屏東縣","內埔鄉",0.787717314515842,0.753429263663415,0.758833204144621,0.760375771826196,0.697290647359892,0.608737027917666,0.519115219741021,0.307734680694306,0.323239400333854,0.574643060781034,61.3,0.492171461481042,"民主進步黨",0.787717314515842,"ref7"
"66","臺北市","內湖區",0.778858249472076,0.760646266399884,0.77789240504908,0.644571103009786,0.620491822829192,0.594506082498423,0.425845664210334,0.389721141150764,0.396428150436792,0.591157606170572,43.7,0.475389750846895,"無",0.778858249472076,"ref7"
"67","苗栗縣","公館鄉",0.805276105129076,0.783683752071119,0.784291946603166,0.772435458752531,0.692791269716019,0.589407370861302,0.375141417019904,0.269098283516025,0.294898526506893,0.610509197157826,61.4,0.525433046275954,"中國國民黨",0.805276105129076,"ref7"
"68","臺南市","六甲區",0.763060757908995,0.72414505777882,0.73717722924066,0.722098239827703,0.674109420284494,0.582669780341536,0.57087836431818,0.332589915841061,0.376230315441384,0.561653012947674,43.24,0.445464591606355,"民主進步黨",0.763060757908995,"ref7"
"69","嘉義縣","六腳鄉",0.791850804294684,0.739771703442063,0.752921014243015,0.795517877192773,0.703228305984423,0.617509119447321,0.574346033566385,0.297711377369501,0.328694638768052,0.579831249300811,60.65,0.506948053026659,"民主進步黨",0.795517877192773,"ref10"
"70","高雄市","六龜區",0.771643843310008,0.755772675252747,0.738348205630609,0.795987608308093,0.708909860902845,0.608037814152968,0.465919917165651,0.285446620930367,0.300063225982409,0.594826090737717,54.29,0.507837863815293,"中國國民黨",0.795987608308093,"ref10"
"71","臺中市","太平區",0.817770078229245,0.78047236284693,0.796310161051867,0.746521645489766,0.68947247568326,0.612413419298215,0.428185340088967,0.302804954573048,0.316131970526077,0.61023655472794,56.62,0.549100356562313,"中國國民黨",0.817770078229245,"ref7"
"72","嘉義縣","太保市",0.790055057351789,0.74375277576948,0.759926114956076,0.75847570215875,0.686937341707642,0.609441184553431,0.506576494765913,0.318125732576914,0.344657962227639,0.593622916924871,51.8,0.496599843439646,"民主進步黨",0.790055057351789,"ref7"
"73","臺東縣","太麻里鄉",0.773236629062412,0.755832357331401,0.74827813148655,0.814262546645677,0.751081454548448,0.661997324402943,0.41823548606045,0.248083235753631,0.268280454078791,0.593101267831651,63.74,0.542456045928541,"中國國民黨",0.814262546645677,"ref10"
"74","臺北市","文山區",0.793048741163802,0.777331415599466,0.787535986078526,0.662999215808821,0.640759999597674,0.604123831759557,0.38711525157721,0.366915930944409,0.377639612624562,0.610942895858993,47.15,0.50227077318394,"中國國民黨",0.793048741163802,"ref7"
"75","雲林縣","斗六市",0.804229066881416,0.771956292297729,0.791727962918543,0.744447297889408,0.684011303517744,0.605287010589774,0.434085053781814,0.301089180166776,0.316573766187555,0.609184183617752,55.08,0.523449643647312,"中國國民黨",0.804229066881416,"ref7"
"76","雲林縣","斗南鎮",0.796809499493517,0.762359373334345,0.78187775470067,0.765573871614927,0.701745115679909,0.609315482179198,0.467530638583929,0.310329610058912,0.320809024515262,0.584714885392018,52.06,0.509394770777642,"中國國民黨",0.796809499493517,"ref7"
"77","嘉義縣","水上鄉",0.777015565933858,0.738654897933285,0.750006993302014,0.775945196896304,0.686192879563995,0.614463141215487,0.505629599009213,0.305572666126922,0.315696602321138,0.591090206035375,50.45,0.471899158806323,"民主進步黨",0.777015565933858,"ref7"
"78","南投縣","水里鄉",0.828862475913304,0.786159898023496,0.788855934511721,0.782728729793253,0.710645665071744,0.610422688843486,0.41820332255138,0.274199330174751,0.292121867213721,0.6208753049914,69.89,0.570112665113287,"中國國民黨",0.828862475913304,"ref7"
"79","雲林縣","水林鄉",0.786221247959252,0.737731318146566,0.75194483414497,0.794383495576082,0.699502642275429,0.590799317110472,0.574622752114048,0.313281692606143,0.307884549099364,0.599127882003128,50.78,0.504799196014552,"民主進步黨",0.794383495576082,"ref10"
"80","宜蘭縣","冬山鄉",0.784663063908942,0.784433790513585,0.771487826714345,0.736366053578393,0.666468835773919,0.573548724610796,0.531824039889987,0.328141880095449,0.349780589443579,0.597786505290696,45.83,0.486385800168483,"中國國民黨",0.784663063908942,"ref7"
"81","臺中市","北屯區",0.818765375857771,0.787544636729753,0.805358441879924,0.717882220233751,0.678055506006191,0.618774761565627,0.413267463619516,0.319365975423722,0.333497012541498,0.613707318742496,60.67,0.550985747031201,"中國國民黨",0.818765375857771,"ref7"
"82","彰化縣","北斗鎮",0.806292006457847,0.770332915132281,0.781911132634339,0.774022267669671,0.717759922702525,0.619208171723299,0.453784107383345,0.297312335555421,0.32367553528365,0.594573693970519,49.47,0.527357466296357,"中國國民黨",0.806292006457847,"ref7"
"83","臺北市","北投區",0.770505014810935,0.748191051529314,0.765068875758164,0.661068845656876,0.630256507291532,0.590622148084522,0.457687905523844,0.383361796107636,0.388350569336734,0.579756011055958,41.8,0.459566233777108,"無",0.770505014810935,"ref7"
"84","臺南市","北門區",0.79226485564669,0.755181545109346,0.761120417417838,0.790215168977793,0.714605642425891,0.640800589855442,0.563630352109763,0.316943406299534,0.304710540843902,0.594831900335064,42.63,0.500785860289241,"民主進步黨",0.79226485564669,"ref7"
"85","連江縣","北竿鄉",0.876924715054211,0.868697478991597,0.858441558441558,0.778983158419657,0.749009117456921,0.682349436766398,0.197434735315446,0.231671093094772,0.253141850947605,0.671701179701292,77.38,0.661156876405022,"中國國民黨",0.876924715054211,"ref7"
"86","新竹縣","北埔鄉",0.823257413562958,0.786374758520698,0.804129956549461,0.781384966937311,0.710531196937285,0.613729205355082,0.385433046486429,0.269326216847015,0.345905439344694,0.588951408808349,46.27,0.559495005802156,"中國國民黨",0.823257413562958,"ref7"
"87","新竹市","北區",0.789337825619472,0.763348837701274,0.786336235686683,0.712445051954637,0.672109891193504,0.609589754226096,0.428796357882944,0.332710139121596,0.347673014180579,0.589189863585737,48.23,0.495241192687009,"民主進步黨",0.789337825619472,"ref7"
"88","臺中市","北區",0.812022193601615,0.777445949792087,0.790196730654403,0.710100476012613,0.670190925292695,0.613115567666808,0.431733377720581,0.334795485603081,0.346137336341895,0.603628888001896,59.67,0.538212149273754,"中國國民黨",0.812022193601615,"ref7"
"89","臺南市","北區",0.763210143220791,0.73759516251023,0.760388532402477,0.71127363097941,0.672100584240222,0.630521369115683,0.506075543820091,0.349773937148878,0.358666627989019,0.57171033908742,37.52,0.445747571928,"中國國民黨",0.763210143220791,"ref7"
"90","雲林縣","北港鎮",0.784538469456859,0.749748788108677,0.761031387896002,0.772203782355388,0.695529380220381,0.611940515962703,0.515313621291238,0.308049448550761,0.321991840075861,0.604579600521629,49.22,0.48614978112684,"中國國民黨",0.784538469456859,"ref7"
"91","雲林縣","古坑鄉",0.788488534772512,0.761091487177553,0.768544271434507,0.774940532334397,0.700315366663297,0.607573425220291,0.473097296623995,0.278523536289828,0.302266772547255,0.604968729057653,54.35,0.493632382596158,"中國國民黨",0.788488534772512,"ref7"
"92","雲林縣","四湖鄉",0.783355916145207,0.749625442518442,0.762918345823979,0.771156894588133,0.701912918942624,0.590511398413105,0.522576129566352,0.276281538905076,0.298210167173737,0.599565324847606,51.31,0.483909672561484,"中國國民黨",0.783355916145207,"ref7"
"93","臺中市","外埔區",0.819263391354418,0.784413735522036,0.809143665170975,0.772449556124236,0.701372774056996,0.609009096916321,0.418209356856549,0.268522224754977,0.277851273024373,0.604900603604602,60.07,0.551929136871411,"中國國民黨",0.819263391354418,"ref7"
"94","高雄市","左營區",0.801353469724799,0.77134625101625,0.779519830464771,0.734856438854906,0.700948598022755,0.658453776652779,0.436056940414166,0.315287949877781,0.322047771530758,0.616623924076983,61.99,0.518002405237354,"中國國民黨",0.801353469724799,"ref7"
"95","臺南市","左鎮區",0.789421479795163,0.743354610521728,0.732841899150521,0.829712409561965,0.742886762870796,0.654944343022251,0.565578330617171,0.251218348201056,0.288202383399893,0.566010117052956,41.8,0.571722692862218,"民主進步黨",0.829712409561965,"ref10"
"96","嘉義縣","布袋鎮",0.796744770771567,0.737462898132523,0.764339287030062,0.790323304481919,0.722830669571559,0.633517544421605,0.503825763958766,0.271471192591946,0.287436901362642,0.610093363034658,54.47,0.509272155278589,"民主進步黨",0.796744770771567,"ref7"
"97","新北市","平溪區",0.773998953447687,0.743027297769984,0.747591150175964,0.805821115163284,0.704997026242096,0.637225807474264,0.51290835099708,0.265196162906254,0.281454613277109,0.584869736049861,53.28,0.526465457782315,"中國國民黨",0.805821115163284,"ref10"
"98","桃園市","平鎮區",0.811605885952169,0.790157950776824,0.802053654044016,0.739642127029159,0.69117589920162,0.613595416009319,0.392569391480896,0.310547288638581,0.318822046945342,0.614176954959493,51.77,0.537423538458361,"民主進步黨",0.811605885952169,"ref7"
"99","嘉義縣","民雄鄉",0.773216100637254,0.737870180382534,0.753507962238569,0.759684490781618,0.688649063762737,0.614569369570858,0.515502579501379,0.312909641494726,0.333683296847621,0.577238812395619,44.72,0.464701838676367,"民主進步黨",0.773216100637254,"ref7"
"100","高雄市","永安區",0.769925904378083,0.725024020666134,0.750901299122228,0.761601929254478,0.686313384860665,0.600727272428424,0.498677389638725,0.300719110462622,0.333466475235184,0.603426217995855,49.62,0.458469225948253,"中國國民黨",0.769925904378083,"ref7"
"101","新北市","永和區",0.80395166630176,0.785116533015731,0.798362119104403,0.694410224987728,0.659733080831494,0.614014300924625,0.38003155020937,0.340231834042602,0.35338750747179,0.611269584980211,67.46,0.522924164238985,"中國國民黨",0.80395166630176,"ref7"
"102","臺南市","永康區",0.783732968325353,0.75387257385654,0.769893239641005,0.717396952599746,0.672024349646516,0.617753899928602,0.491258028327534,0.33960613257072,0.351141454800421,0.58315080504892,34.81,0.484623921813512,"中國國民黨",0.783732968325353,"ref7"
"103","彰化縣","永靖鄉",0.801598485602116,0.771153454114929,0.773611265063205,0.768471905996339,0.692613083367088,0.598622724186345,0.455724178117626,0.304817927088886,0.326411474275337,0.591842224122399,46.77,0.518466538363546,"中國國民黨",0.801598485602116,"ref7"
"104","臺南市","玉井區",0.800479456579894,0.764540500188077,0.772462106321124,0.789835472116876,0.742474771329748,0.633901816584074,0.477208700427626,0.277534859879343,0.301283851774404,0.603128400703054,42.17,0.516346763742932,"中國國民黨",0.800479456579894,"ref7"
"105","花蓮縣","玉里鎮",0.790304972611568,0.76581192582955,0.757825419716476,0.812240261674953,0.736655078688747,0.641419657693021,0.366589493856315,0.2602234995902,0.278951526777595,0.607525869666867,76.13,0.538625235224385,"中國國民黨",0.812240261674953,"ref10"
"106","彰化縣","田中鎮",0.803839105994756,0.758095905055281,0.763706994511179,0.779232174517402,0.696780498978511,0.6255479499292,0.439450803908269,0.271389710528911,0.30360471845238,0.583513345904834,49.06,0.522710941456253,"中國國民黨",0.803839105994756,"ref7"
"107","彰化縣","田尾鄉",0.801151191789877,0.774658537497957,0.778851099806936,0.773589071381282,0.696198405965784,0.616921023254554,0.457509382654512,0.276915151001478,0.299214741370118,0.606812279433397,49.86,0.51761923051691,"中國國民黨",0.801151191789877,"ref7"
"108","高雄市","田寮區",0.772612283345579,0.719337629084087,0.735735943872631,0.810073874077497,0.701872920882574,0.614234663695051,0.580959057028297,0.316975388884981,0.312106039665778,0.606129703741197,53.56,0.534521451179195,"民主進步黨",0.810073874077497,"ref10"
